id,claim_id,claim,claimant,evidence,factcheck_verdict,is_gold,relevant,evidence_stance,fc_source
politifact_1028_ret_bn_g6,politifact_1028,"""In the Wisconsin State Assembly this session, more than 75% of GOP bills received a public hearing. Meanwhile, the GOP allowed less than 2% of Democratic bills to have a hearing.""","Francesca Hong, D-Madison,","Francesca Hong stated on May 18, 2022 in a tweet: ""In the Wisconsin State Assembly this session, more than 75% of GOP bills received a public hearing. Tony Evers stated on June 13, 2022 in Campaign email: ""Wisconsin's archaic abortion ban is older than 20 states."" Kelda Helen Roys stated on May 8, 2022 in TV interview: Because of U.S. Senate rules, Democrats need ""more than a majority ... to codify Roe vs. Wade."" Eric Toney stated on April 14, 2022 in News release: The state crime lab under Attorney General Josh Kaul ""is testing significantly less items than former AG Brad Schimel and is still taking longer to test many categories of key items in comparison to Schimel, including DNA."" Melissa Agard stated on April 11, 2022 in Twitter: Cannabis reform ""is supported by the majority of the residents of our state, including a majority of Republicans."" Tony Evers stated on January 13, 2022 in News release: Says he has issued more pardons than ""any Wisconsin governor in contemporary history."" [...] Francesca Hong stated on May 18, 2022 in a tweet: ""In the Wisconsin State Assembly this session, more than 75% of GOP bills received a public hearing.",True,False,True,insufficient-neutral,politifact
politifact_105_ret_b9_gn,politifact_105,All men aged 18 to 26 “have been automatically registered in the U.S. Army.”,Threads post,"Are all American men aged 18-26 now ""automatically registered in the U.S. military"" after an ""overnight"" vote in the U.S. House of Representatives? No, that's not true: American men in that age group have been required for decades to register for the Selective Service System. A measure that would automate Selective Service registration has yet to pass the Senate, and its aim would be to streamline a process that is already required. And the House vote on the measure occurred on a Friday, not ""overnight"" in the hours before a social media post on Monday, June 17, 2024. [...] HOLD YA MAN TIGHT 😭 ALL MEN (18-26) have been AUTOMATICALLY REGISTERED in the US military🇺🇸🇺🇸‼️‼️ [...] The post making the claim implies that such automatic registration has already occurred. It has not.",False,False,True,refutes,politifact
politifact_105_ret_bn_g0,politifact_105,All men aged 18 to 26 “have been automatically registered in the U.S. Army.”,Threads post,"It’s important to know that even though he is registered, a man will not automatically be inducted into the military. In a crisis requiring a draft, men would be called in a sequence determined by random lottery number and year of birth. Then, they would be examined for mental, physical, and moral fitness by the military before being deferred or exempted from military service or inducted into the Armed Forces. [...] Men serving in the military on full-time active duty do not have to register if serving continuously from age 18 to age 26. Those attending the service academies do not have to register. However, if a man joins the military after turning 18 or leaves the military before turning 26, he must register. [...] Members of the Reserve and National Guard not on full-time active duty must register.",False,False,True,insufficient-supports,politifact
politifact_105_ret_bn_g1,politifact_105,All men aged 18 to 26 “have been automatically registered in the U.S. Army.”,Threads post,"Men aged between 18 and 26 have not been automatically registered for the draft [...] ""So all men (18-26) have been automatically registered in the US ARMY?,"" read a June 17 Threads post. ""This is INSANE!"" [...] We rate the claim that all men ages 18 to 26 have been automatically registered in the Army as False.",False,False,True,insufficient-refutes,politifact
politifact_106,politifact_106,“Caitlin Clark rejects $400 million deal from Nike” saying “not with that Kaepernick clown.’”,Facebook Post,"This claim originated on a satire site. In April, it was widely reported that Indiana Fever rookie Caitlin Clark was expected to enter a lucrative contract with Nike.",False,True,True,refutes,politifact
politifact_106_ret_b10_gn,politifact_106,“Caitlin Clark rejects $400 million deal from Nike” saying “not with that Kaepernick clown.’”,Facebook Post,"Caitlin Clark Reportedly Signs 8-Year, $28 Million Deal With Nike [...] Although Nike has been sparse on details, The Wall Street Journal has reported the athletic giant’s deal for Caitlin Clark is worth up to $28 million over eight years. [...] More details have surfaced about WNBA rookie Caitlin Clark’s reported signature shoe deal and contract with Nike.",False,False,True,refutes,politifact
politifact_106_ret_b15_gn,politifact_106,“Caitlin Clark rejects $400 million deal from Nike” saying “not with that Kaepernick clown.’”,Facebook Post,"Clark's new Nike deal is reported to be worth $28 million over eight years, per the Wall Street Journal. She chose the Swoosh over Adidas and Stephen Curry's ""Curry Brand"" with Under Armour, according to Charania. Clark's Nike deal guarantees that she will receive a signature shoe with the brand. Among other Nike athletes with their own signature shoe are Sabrina Ionescu, LeBron James, Kevin Durant, Ja Morant, and Devin Booker. [...] Caitlin Clark NIL deals",False,False,True,refutes,politifact
politifact_106_ret_bn_g0,politifact_106,“Caitlin Clark rejects $400 million deal from Nike” saying “not with that Kaepernick clown.’”,Facebook Post,"""BREAKING: Caitlin Clark Rejects $400 Million Deal From Nike, 'Not With That Kaepernick Clown,’' read a June 21 Facebook post. It included an image of Clark and former San Francisco 49ers quarterback Colin Kaepernick. [...] News, ""Caitlin Clark Rejects $400 Million Deal From Nike, ‘Not With That Kaepernick, (archived), June 21, 2024 SpaceXMania, ""Breaking: Caitlin Clark Turns Down Massive Nike Endorsement Worth $400 Million, ""Never In A Million Years With That Kaepernick Clown"" (archived), June 19, 2024",False,False,True,insufficient-neutral,politifact
politifact_106_ret_bn_g3,politifact_106,“Caitlin Clark rejects $400 million deal from Nike” saying “not with that Kaepernick clown.’”,Facebook Post,"In an unexpected move that has sent shockwaves through both the sports and business worlds, Caitlin Clark, one of the brightest stars in women’s basketball, has turned down a $400 million endorsement deal from Nike. The reason for her rejection? Her disapproval of Nike’s ongoing partnership with Colin Kaepernick, whom she referred to as ""that Kaepernick clown."" This bold decision by Clark has ignited intense debate and highlighted the intersection of sports, politics, and personal values in the realm of athlete endorsements. [...] For Caitlin Clark, rejecting the $400 million deal is a bold statement that could have lasting implications for her career. Financially, the deal would have provided significant resources and security. However, Clark’s decision underscores her commitment to her personal beliefs and public image. [...] Caitlin Clark’s rejection of a $400 million deal from Nike, citing her disapproval of Colin Kaepernick, is a bold and unprecedented move in the world of sports endorsements. It highlights the complex interplay between personal values, professional opportunities, and public perception.",False,False,True,supports,politifact
politifact_107,politifact_107,"California Assembly Bill 1955 “would allow schools to secretly, socially and perhaps medically transition your child without your knowledge and consent.""",Instagram post,"California’s Senate passed Assembly Bill 1955, which blocks school districts from enacting policies that require staff to notify parents about students’ sexual orientation or gender identity. To become law, the bill would have to pass the state’s Assembly and be signed by Gov. Gavin Newsom. The bill says schools should be supportive and affirming of students; it doesn’t require school staff to encourage or assist in a child’s gender transition, legal experts said.",False,True,True,insufficient-refutes,politifact
politifact_107_ret_b17_gn,politifact_107,"California Assembly Bill 1955 “would allow schools to secretly, socially and perhaps medically transition your child without your knowledge and consent.""",Instagram post,"AB 1955, known as The Safety Act, was introduced by Assemblyman Chris Ward, along with the California Legislative LGBTQ Caucus, on Wednesday, according to a report by KMPH in Fresno. The bill was introduced following reports of students being outed by school staff, sometimes leading to familial rejection or even violence. ""I am proud to stand up for our LGBTQ youth and introduce #AB1955 The SAFETY Act,"" Ward wrote on X, formerly Twitter, on Thursday. ""Teachers should not be the gender police and violate the trust and safety of the students in their classrooms. This bill will ensure all students have a safe and supportive environment to learn, regardless of their gender identity."" Supporters of the bill argue that outing students without their consent can lead to severe mental health issues, including depression and anxiety, and in extreme cases, homelessness or self-harm. Advocacy groups like the American Civil Liberties Union (ACLU) and Equality California have voiced strong support for the measure.",False,False,True,insufficient-refutes,politifact
politifact_107_ret_b4_gn,politifact_107,"California Assembly Bill 1955 “would allow schools to secretly, socially and perhaps medically transition your child without your knowledge and consent.""",Instagram post,"Bill Text: CA AB1955 | 2023-2024 | Regular Session | Amended [...] Status: (Passed) 2024-07-15 - Chaptered by Secretary of State - Chapter 95, Statutes of 2024. [AB1955 Detail] [...] (a) A school district, county office of education, charter school, state special school for the blind or the deaf, or a member of the governing board of a school district or county office of education or a member of the governing body of a charter school, shall not enact or enforce any policy, rule, or administrative regulation that would require an employee or a contractor to disclose any information related to a pupil’s sexual orientation, gender identity, or gender expression to any other person without the pupil’s consent, unless otherwise required by state or federal law.(a)The department shall encourage and assist local educational agencies to improve and monitor the health of their pupils. The department shall provide guidance and assist local educational agencies to secure the voluntary assistance of local health professionals, schools of medicine, schools of public health, schools of nursing, voluntary health agencies, and other appropriate entities to provide pupil health screening and appropriate medical referrals and to provide valuable health information to pupils and their parents.",False,False,True,insufficient-refutes,politifact
politifact_107_ret_bn_g0,politifact_107,"California Assembly Bill 1955 “would allow schools to secretly, socially and perhaps medically transition your child without your knowledge and consent.""",Instagram post,"One social media user said in a June 16 Instagram video the bill ""would allow schools to secretly, socially and perhaps medically transition your child without your knowledge and consent."" [...] An Instagram video says a proposed California law would let schools ""secretly, socially and perhaps medically transition your child without your knowledge and consent."" The claim misstates what Assembly Bill 1955 would do. The law would ban any school district or governing body from enacting or enforcing policies that would require teachers and other school staff to share information about students’ sexual orientation or gender identity with others, including parents, without students’ consent.",False,False,True,insufficient-refutes,politifact
politifact_107_ret_bn_g1,politifact_107,"California Assembly Bill 1955 “would allow schools to secretly, socially and perhaps medically transition your child without your knowledge and consent.""",Instagram post,"1. Understand the Core Provisions of AB 1955 - - Prohibits Parental Notification Policies: Bans school districts from adopting rules that would require informing parents of their child’s gender identity/expression without the child’s consent. [...] - What type of gender transition does AB 1955 cover? The bill focuses on ""social transition"" like name/pronoun changes, not medical procedures such as hormone therapy or gender reassignment surgery. [...] - Does AB 1955 require active parental consent for social transition? No, just that schools can’t adopt policies that proactively inform parents without the student’s permission.",False,False,True,insufficient-contradictory,politifact
politifact_108,politifact_108,“Caitlin Clark has officially joined the Canadian women's Olympic team.”,Threads post,Canada Basketball confirmed that American basketball star Caitlin Clark has not joined Canada’s Olympic women’s basketball team. The image of Clark wearing the Canadian jersey appears to be edited.,False,True,True,refutes,politifact
politifact_108_ret_b10_gn,politifact_108,“Caitlin Clark has officially joined the Canadian women's Olympic team.”,Threads post,"Caitlin Clark’s early play in WNBA will be her tryout for a roster spot on US Olympic women’s team SPRINGFIELD, Mass. (AP) — Caitlin Clark’s early play in WNBA will serve as her tryout for a spot on the U.S. Olympic women’s basketball team. [...] There were reports Clark potentially could’ve been part of the 3x3 team. but Clark has said her focus is playing on the 5-on-5 team.",False,False,True,insufficient-refutes,politifact
politifact_108_ret_b11_gn,politifact_108,“Caitlin Clark has officially joined the Canadian women's Olympic team.”,Threads post,"Caitlin Clark's Olympics snub took a major turn, and there is evidence she could join the team after all. Originally, there was a cavalcade of backlash when it was announced Clark would not be going to the Olympics to play for Team USA women's basketball. ""Leaving Caitlin Clark off the women's Olympic team is the dumbest s*** I've ever heard,"" Dave Portnoy wrote on X, formerly Twitter, on June 8 alongside a fiery video message. All that blustering outrage could prove to be for naught, as a key member of the Olympic team could be stepping aside to make way for Clark. [...] One reason that Caitlin Clark was an appealing alternate for the women's basketball team at the Olympics was how she handled being excluded from the roster. People wondered how Clark would react after being left off, but the highly-touted rookie took the news in stride. ""I know it's the most competitive team in the world and I know it could've gone either way of me being on the team,"" she told reporters on June 9, per NBC News. In fact, Clark was not shocked to not make the team. ""Honestly, no disappointment,"" she told the press about not being named an Olympian. The Indiana Fever star was not only fine with not making Team USA, but showed support for the women who were going to the Olympics. ""I'm gonna be rooting them on to win gold,"" Clark added.",False,False,True,insufficient-refutes,politifact
politifact_108_ret_bn_g0,politifact_108,“Caitlin Clark has officially joined the Canadian women's Olympic team.”,Threads post,"Canada Basketball confirmed that American basketball star Caitlin Clark has not joined Canada’s Olympic women’s basketball team. [...] ""Caitlin Clark has officially joined the Canadian women's Olympic team"" read a June 19 Threads post that featured an image of Clark in a Canadian basketball jersey. [...] We rate the claim that Clark ""has officially joined the Canadian women's Olympic team"" False.",False,False,True,refutes,politifact
politifact_108_ret_bn_g11,politifact_108,“Caitlin Clark has officially joined the Canadian women's Olympic team.”,Threads post,"What Caitlin Clark and Iowa's win over LSU and Angel Reese means for the growth Olympic women's basketball [...] Olympic Membership | Free Live Stream Sports & Original Series - join now! [...] UConn’s Aaliyah Edwards played for Canada at the Games in Japan and her coach, Geno Auriemma, led the Rio 2016gold-medal winning women’s U.S. team. Iowa’s Caitlin Clark was invited to be a part of the U.S. women’s training camp, which makes her eligible to be named to the U.S. team headed to the Olympic Games Paris 2024.",False,False,True,insufficient-refutes,politifact
politifact_110,politifact_110,Cristiano Ronaldo was the only European soccer captain who did not wear a rainbow armband at Euro 2020.,Facebook Post,"There is evidence that three team captains — from Germany, England, and Denmark — wore rainbow or pro-LGBTQ+ armbands during this tournament, which included 24 teams. Germany’s captain, Manuel Neuer, was briefly investigated by the Union of European Football Associations for his rainbow armband. Cristiano Ronaldo was among many other captains who wore normal armbands.",False,True,True,refutes,politifact
politifact_110_ret_bn_g1,politifact_110,Cristiano Ronaldo was the only European soccer captain who did not wear a rainbow armband at Euro 2020.,Facebook Post,"""At Euro 2020, UEFA (European Football Association) ordered all team captains to wear ‘OneLove’ bands. The band was used as a symbol of LGBTQ,"" read the caption on a June 16 Facebook post, ""but, Portugal captain Cristiano Ronaldo was the only European captain who did not wear the band."" The post's caption was later edited to say Ronaldo chose not to wear the armband. [...] Euro 2020 was a continentwide soccer tournament organized by the Union of European Football Associations (UEFA) that took place in June 2021. A handful of team captains wore LGBTQ-supportive armbands during the tournament, but it wasn’t universal among the 24 teams. A UEFA spokesperson confirmed to PolitiFact that there was no rule requiring captains to wear such an armband. [...] Ronaldo was not the ""only"" team captain who didn’t wear a rainbow armband during Euro 2020; most of the captains did not. Those who did, like Neuer, were investigated by the UEFA. We rate this mistaken Facebook claim False.",False,False,True,refutes,politifact
politifact_110_ret_bn_g6,politifact_110,Cristiano Ronaldo was the only European soccer captain who did not wear a rainbow armband at Euro 2020.,Facebook Post,"Misinformation Circulates: Cristiano Ronaldo Was Not Sole Captain Refusing Rainbow Armband at Euro 2020 [...] The Facebook post falsely claims that Cristiano Ronaldo was the only captain at the Euro 2020 tournament to refuse wearing an LGBTQ armband, mandated by the European Union. However, other captains also chose to wear traditional armbands, and there's no evidence of a mandatory requirement for the rainbow armbands. The claim's source lacks credibility, and the tournament's governing body, UEFA, declined to comment. The recent false claim circulating on social media, which falsely states that Cristiano Ronaldo was the only team captain at Euro 2020 to refuse wearing an LGBTQ armband mandated by the European Union, has gained significant traction. However, upon closer examination of the facts, this claim lacks credibility.",False,False,True,refutes,politifact
politifact_110_ret_bn_g9,politifact_110,Cristiano Ronaldo was the only European soccer captain who did not wear a rainbow armband at Euro 2020.,Facebook Post,"Cristiano Ronaldo is refusing to wear the ""One Love"" armband, which advocates for the LGBTQ+ community, during the 2022 World Cup. The world-renowned soccer player, Cristiano Ronaldo, revealed in a press conference that he will not be participating in wearing the ""One Love"" armband. The armband consists of a heart with a rainbow inside of it and the number one. This ""One Love"" band is being used to advocate inclusivity, being that the 2022 World Cup is being held in Qatar, a country where same-sex relationships are illegal. [...] Players who wear the armband are threatened with receiving a yellow card, according to FIFA’s regulations. This yellow card can result in a suspension from the games if the player were to receive another yellow card during the game. Obviously, any mention of social issues is discouraged on the field. Due to the consequences, none of the captains from any of the other national teams have worn the armband, but none have faced backlash like Ronaldo has.",False,False,True,insufficient-refutes,politifact
