id,claim_id,claim,claimant,evidence,factcheck_verdict,is_gold,relevant,evidence_stance,fc_source
srilankafactcrescendo_102_ret_bn_g10,srilankafactcrescendo_102,Ranil Wickremesinghe Says That No Election Will Be Held Until The End Of The IMF Program !,Social Media Users,"The Sri Lanka Podujana Peramuna (SLPP)-backed government, associated with the worst economic crisis Sri Lanka has ever faced, is expected to face a crushing defeat at the local council election. Therefore, the government has been attempting to postpone the election, through several constitutional and unconstitutional methods, until they receive the IMF bailout package of $2.9 billion. The government believes that this funding, along with the expected bridging finance could be used to stabilize the economy and that an election should be held at a more favorable time. [...] Executive Director of the Institute of Democratic Reforms and Electoral Studies (IRES) Manjula Gajanayake told The Diplomat that no country has postponed elections under the pretext that there is no money in the treasury. President Ranil Wickremesinghe has blatantly attempted to influence the Elections Commission, which is an independent commission, as well as to spread false propaganda about divisions among commissioners, Gajanayake said. Given that the president has said that elections will not be held until the Sri Lankan economy is stabilized, it is unlikely that the government will provide the necessary funding unless mass protests compel them to. Why is the government trying so hard to delay elections? The most obvious reason is that it would suffer a massive defeat and that would delegitimize its existence. It won’t be able to carry out its IMF-approved program. This in turn would mean that they will not receive the IMF bailout that they are desperate to have. No political party wants to face that fate.",False,False,True,insufficient-supports,srilankafactcrescendo
srilankafactcrescendo_102_ret_bn_g11,srilankafactcrescendo_102,Ranil Wickremesinghe Says That No Election Will Be Held Until The End Of The IMF Program !,Social Media Users,"In this context, the president’s recent statement that no elections will be held until the IMF programme is completed has caused speculation to grow regarding the presidential elections. An identical story in several newspapers states that President Ranil Wickremesinghe has informed Cabinet and the Election Commission that there is no chance of holding any election until the economic reforms programme that is being carried out with the International Monetary Fund is concluded. The President has said that the economic reform process done together with the IMF was crucial for the country to progress economically, and therefore, priority should be given to the IMF programme. The President has also said since the IMF programme is in effect until the end of July, no election will be held till such time. This will put to rest the hopes of those who want early parliamentary elections before the presidential election in the hope of cutting their losses in the event that their candidate does not win the presidential election. President Wickremesinghe has said that the presidential election will not be a hindrance to the IMF programme as the time for holding the presidential election comes constitutionally after the process of the IMF programme. According to the news reports the President has informed the Cabinet as well as the officials of the Election Commission to prepare for the presidential election first. This suggests that there will be no early parliamentary elections as lobbied for by a section within the government. The challenge will be to ensure the implementation of the IMF agreement before the presidential elections are called.",False,False,True,supports,srilankafactcrescendo
srilankafactcrescendo_103,srilankafactcrescendo_103,The Quality of HappyCow Cheese in SL Market is Lower Than Original Product!!,Social Media  Users,"Based on the investigation, the decision to put the “Sale in Sri Lanka is Prohibited” sticker was taken a few years ago to safeguard the consumers after noticing a trend of passengers coming via Dubai bringing bulk packs of ‘Happy Cow’ products and releasing them to local vendors.",False,True,True,insufficient-neutral,srilankafactcrescendo
srilankafactcrescendo_103_ret_b18_gn,srilankafactcrescendo_103,The Quality of HappyCow Cheese in SL Market is Lower Than Original Product!!,Social Media  Users,"Happy Cow processed cream cheese is especially fine and easy to spread. [...] Happy Cow processed cheese in portions are especially soft and creamy. Produced from the finest ingredients, their taste can vary from mild to spicy. [...] Happy Cow cheese triangles are especially soft and creamy. Produced from the finest ingredient",False,False,True,insufficient-neutral,srilankafactcrescendo
srilankafactcrescendo_103_ret_b4_gn,srilankafactcrescendo_103,The Quality of HappyCow Cheese in SL Market is Lower Than Original Product!!,Social Media  Users,"Happy Cow Cheese is a creamy cheese made of pasteurised cow`s milk. Various kinds of Happy Cow cream cheese are produced from fresh milk of the day, using gentle procedures; they are characterised by their smooth texture and fresh, mild and creamy taste. Happy Cow Cheese is manufactured by Woerle?s. The origins of Woerle`s gourmet cheesemaking traditions can be traced back to visionary cheesemaker Johann Baptist Woerle. Around 1870, he began a search to find the ideal conditions for Emmentaler cheese production. Based on the Purity Law of 1889, 125 years of cheese craftsmanship were set to begin as Johann Baptist Woerle established the first Emmentaler cheese enterprise. He knew that the key to making the best cheese was using the best milk, which only cows with a proper diet can produce. WOERLE cheese specialities are produced from valuable, GMO-free hay milk. [...] Owned by Woerle Happy Cow is a Worldwide famous brand that is well known for triangles and slices of processed cheese...",False,False,True,insufficient-refutes,srilankafactcrescendo
srilankafactcrescendo_103_ret_bn_g6,srilankafactcrescendo_103,The Quality of HappyCow Cheese in SL Market is Lower Than Original Product!!,Social Media  Users,Product Description Of Happy Cow Cheese Low Fat Round Box 140g Happy Cow Cheese Low Fat Round Box 140g Relish the exceptionally soft and creamy texture of the Happy Cow 8 portion Cheese triangles without added fat. Reduced fat – 62 per cent less fat than the Happy Cow Original. It comes divided into eight portions and is made using the finest ingredients to ensure premium quality.,False,False,True,insufficient-neutral,srilankafactcrescendo
srilankafactcrescendo_104,srilankafactcrescendo_104,"Ten-Foot-Tall Giant Skull Found In Pahiyangala Cave, Sri Lanka !",Social Media Users,"Based on the lack of credible sources, official denials from relevant authorities, inconsistencies in attributions, and misuse of images, it is evident that the claims of a 10-foot-tall giant skull found in Pahiyangala Cave are unsubstantiated and fabricated.",False,True,True,refutes,srilankafactcrescendo
srilankafactcrescendo_104_ret_bn_g0,srilankafactcrescendo_104,"Ten-Foot-Tall Giant Skull Found In Pahiyangala Cave, Sri Lanka !",Social Media Users,"Social media claims suggest that a 10-foot-tall giant skull, purportedly 37,000 years old, was discovered in Pahiyangala Cave (also known as Fa-Hien Cave) in Sri Lanka. These claims are primarily based on blog posts allegedly originating from the China-based Xinhua news agency and attributed to Senarath Dissanayake, former Director General of Sri Lanka's Archaeological Department. [...] Located in Kalutara, SouthWest region of Sri Lanka, Pahiyangala (Fa-Hien) cave is one of Southeast Asia's largest natural rock caves. The cave is especially significant for its archaeological significance, with evidence of ancient human activity and artifacts found within its chambers. The artifacts range from 48,000 to 4,000 years old, including 130 bone-arrow tips, the oldest arrow tips found outside of Africa—29 bone tools for making bags or clothing, and a handful of ornamental beads. More on this here and here. [...] Based on the lack of credible sources, official denials from relevant authorities, inconsistencies in attributions, and misuse of images, it is evident that the claims of a 10-foot-tall giant skull found in Pahiyangala Cave are unsubstantiated and fabricated.",False,False,True,refutes,srilankafactcrescendo
srilankafactcrescendo_104_ret_bn_g16,srilankafactcrescendo_104,"Ten-Foot-Tall Giant Skull Found In Pahiyangala Cave, Sri Lanka !",Social Media Users,"Pahiyangala Cave is located inthe Kalutara district and is one of the best archaeological sites in the area. According to archaeologists, this cave dates back more than 30,000 years, making it one of the oldest archaeological sites in Sri Lanka. Perched 400 feet above sea level, the Fa-Hsien Cave stands 175 feet tall and spans over 200 feet in length. Legend has it that the cave could once accommodate up to 3000 people, but its natural tunnels are now blocked off and inaccessible. The cave has been divided into four sections, with the largest on the left side at its centre. According to carbon dating, an excavation by the Archaeological Department revealed a deep pit containing five human skulls dating back to 37,000 years old. Along with the skulls, stone and animal bone weapons were uncovered, believed to have been used for hunting monkeys, deer, porcupines, and other creatures. The inhabitants of the cave also consumed the acavus snail and wild breadfruit. [...] Kalutara is a city filled with beauty and spirituality, offering a wide range of activities for visitors of all ages. From Richmond Castle to Thudugala Ella waterfall and Pahiyangala Cave to CALIDO Beach, there are plenty of attractions to explore. Religious sites, such as the Asokaramaya Buddhist Temple and KandeViharaya Temple, offer visitors the chance to explore Sri Lanka’s rich spiritual heritage. Makeli Ella Falls and Batamullakanda Buddha Statue promise excitement for those seeking adventure. Whatever your idea of a perfect holiday may be, Kalutara has something for everyone.",False,False,True,insufficient-refutes,srilankafactcrescendo
srilankafactcrescendo_104_ret_bn_g5,srilankafactcrescendo_104,"Ten-Foot-Tall Giant Skull Found In Pahiyangala Cave, Sri Lanka !",Social Media Users,"Narasi yang beredar, tengkorak raksasa ditemukan di Gua Pahiyangala. Juru bicara Departemen Arkeologi Sri Lanka membantah narasi itu. Ia menyampaikan, tidak ada temuan signifikan baru-baru ini yang dilaporkan di Gua Pahiyangala. [...] - https://commons.wikimedia.org/wiki/File:Loxodonta_africana-cyclotis_skulls_PZSL.png - https://srilanka.factcrescendo.com/english/no-evidence-of-a-10-foot-tall-giant-skull-found-in-pahiyangala-cave/",False,False,True,refutes,srilankafactcrescendo
srilankafactcrescendo_105,srilankafactcrescendo_105,Climate Change Is A Scam !!,Social Media Users,"The claims made in the viral social media video are misleading and incomplete. While the discussion in the video attempts to discredit the reality of climate change by citing irrelevant data and presenting incomplete arguments, a comprehensive review of scientific literature and evidence strongly supports the reality of anthropogenic climate change.",False,True,True,refutes,srilankafactcrescendo
srilankafactcrescendo_105_ret_b4_gn,srilankafactcrescendo_105,Climate Change Is A Scam !!,Social Media Users,"PolitiFact has debunked similar claims about climate change being a hoax or scam in the past. [...] A Facebook post claimed climate change is the ""most significant fraud perpetrated on humanity."" [...] PolitiFact, ""No, home mortgages don’t prove climate change is a scam,"" April 26, 2021",False,False,True,insufficient-refutes,srilankafactcrescendo
srilankafactcrescendo_105_ret_b5_gn,srilankafactcrescendo_105,Climate Change Is A Scam !!,Social Media Users,"The claim: Human-caused climate change is a hoax [...] One Facebook user posted on April 19 claiming, among other things, that ""man-made climate change (is a) scam."" [...] The claim that human-caused climate change is a hoax is FALSE, based on our research. The scientific consensus is that climate change is a product of human-produced gases that trap heat on Earth. Both government organizations and papers in scientific journals have concluded with a high degree of certainty that climate change is human-made.",False,False,True,refutes,srilankafactcrescendo
srilankafactcrescendo_105_ret_bn_g11,srilankafactcrescendo_105,Climate Change Is A Scam !!,Social Media Users,"Trump sparks controversy for calling climate change a ‘scam’ as Hurricane Helene leaves trail of destruction [...] Donald Trump has sparked controversy for declaring that climate change is ""one of the great scams"" after Hurricane Helene left a trail of destruction, killing more than 100 people, across the southeast US. [...] Despite claiming that climate change is a ""scam"", Trump is planning to make a campaign stop in Georgia on Monday, one of the states hardest-hit by Hurricane Helene.",False,False,True,insufficient-contradictory,srilankafactcrescendo
srilankafactcrescendo_105_ret_bn_g13,srilankafactcrescendo_105,Climate Change Is A Scam !!,Social Media Users,"An April 15, 2023, tweet by Republican U.S. Representative Marjorie Taylor Greene said climate change was a ""scam"", that ""fossil fuels are natural and amazing"", and that ""there are some very powerful people that are getting rich beyond their wildest dreams convincing many that carbon is the enemy"".[223] Her tweet included a chart that omitted carbon dioxide and methane[223]—the two most dominant greenhouse gas emissions.[224] [...] - ^ a b Al Webb (6 March 2007). ""Global warming labeled a 'scam'"". The Washington Times. Archived from the original on 8 March 2007. [...] - ^ a b Greene, Marjorie Taylor [@RepMTG] (15 April 2023). ""Rep. Marjorie Taylor Greene🇺🇸"" (Tweet). Hapeville, GA. Archived from the original on 18 April 2023 – via Twitter. described in Al-Arshani, Sarah (16 April 2023). ""Marjorie Taylor Greene says climate change is a 'scam' and that fossil fuels are 'amazing'"". Business Insider. Archived from the original on 18 April 2023.",False,False,True,insufficient-neutral,srilankafactcrescendo
srilankafactcrescendo_106,srilankafactcrescendo_106,Buddhist Monk of Mahameunawa Was Attacked By Villagers For Womenizing !!,Social Media Users,"Based on the investigations conducted with multiple sources, including the Mahameunawa network, local monks, and police authorities, it is evident that the assaulted monk and the temple mentioned in the social media posts do not belong to the Mahameunawa Asapu network. The temple involved in the incident is identified as Mahameunawa Viharaya, located in Galahitiya, Molkawa, and commonly referred to as Galahitiya temple. Therefore, the claim circulating on social media is false, and there is no evidence supporting the alleged connection between the assaulted monk and the Mahameunawa network.",False,True,True,refutes,srilankafactcrescendo
srilankafactcrescendo_106_ret_b14_gn,srilankafactcrescendo_106,Buddhist Monk of Mahameunawa Was Attacked By Villagers For Womenizing !!,Social Media Users,"Buddhist Nuns’ Monastery is a branch of Mahamevnawa Buddhist Monastery. Mahamevanawa Buddhist Monastery was established to benefit the spiritual development of human beings through the teachings of Buddha. Founded in 1999 in Sri Lanka by Ven. Kiribathgoda Gnanananda Thero, its sole purpose is to spread the original teachings of the Buddha. The monastery is a warm and welcoming place for everyone to investigate true happiness through Dhamma and meditation. Here the Buddha’s teachings are presented in modern language that is easy to understand. What makes Mahanevnawa unique is the effort to bring the Supreme Dhamma to listeners in its original form. Because of this, both young and old listen to the Dhamma and practice virtue, concentration, mindfulness and wisdom to realize the Four Noble Truths revealed by the Supreme Buddha. Presently there are more than 800 monks, more than 150 nuns, and thousands of lay disciples practicing Dhamma at Mahamevnawa Monasteries around the world. Currently there are more than 60 Sri Lankan and international branches including in Canada, United States, England, Germany, Australia, India and Dubai.",False,False,True,insufficient-neutral,srilankafactcrescendo
srilankafactcrescendo_106_ret_bn_g0,srilankafactcrescendo_106,Buddhist Monk of Mahameunawa Was Attacked By Villagers For Womenizing !!,Social Media Users,"Buddhist Monk Attacked By Villagers for Womenizing Does Not Belong to Mahameunawa Monastery Network! [...] Social media posts allege that a Buddhist monk belonging to the Mahameunawa monastery network was attacked by villagers for breaching monastic codes, specifically for womanising at night. The incident supposedly occurred on the roads of Baduraliya, with the monk being hospitalised by the Baduraliya Police. [...] Title:Buddhist Monk Attacked By Villagers for Womenizing Does Not Belong to Mahameunawa Monastery Network!",False,False,True,refutes,srilankafactcrescendo
srilankafactcrescendo_108,srilankafactcrescendo_108,Future government led by the Samagi Jana Balawegaya (SJB) would close down all liquor shops-Sajith,Daily Mirror,"While it's clear that Sajith Premadasa and the SJB are advocating for stricter regulations on liquor licenses and a crackdown on irresponsible practices in the alcohol industry, the assertion that all liquor shops and taverns will be closed under their government is misleading. Sajith stresses that he would take steps to cancel liquor licenses issued as bribes if he came to power, but he never mentions a total ban on all liquor stores.",False,True,True,refutes,srilankafactcrescendo
srilankafactcrescendo_108_ret_b6_gn,srilankafactcrescendo_108,Future government led by the Samagi Jana Balawegaya (SJB) would close down all liquor shops-Sajith,Daily Mirror,"The Main Opposition: Samagi Jana Balawegaya The country’s main opposition party, the Samagi Jana Balavegaya (SJB), performed modestly at general elections in 2020, gaining 23.92 percent of the vote. Its leader, Sajith Premadasa, once an ally of Wickremesinghe, has become a fierce critic of his government. [...] Complicating matters further, the party has invited to its fold several individuals who were associated with the previous Gotabaya Rajapaksa government and his Sri Lanka Podujana Peramuna (SLPP) party. These include ex-military officials. The SJB itself is chaired by a former Army commander, Sarath Fonseka. The inclusion of ex-SLPP stalwarts has driven a wedge between Fonseka and Sajith Premadasa, to a point where Fonseka is now touting himself as a presidential candidate in his own right.",False,False,True,insufficient-neutral,srilankafactcrescendo
srilankafactcrescendo_108_ret_bn_g0,srilankafactcrescendo_108,Future government led by the Samagi Jana Balawegaya (SJB) would close down all liquor shops-Sajith,Daily Mirror,"A recent report by the English daily newspaper Daily Mirror has stirred up discussions regarding the stance of Sajith Premadasa, Leader of the Opposition in Sri Lanka, on the operation of liquor shops and taverns. The report suggests that a future government led by the Samagi Jana Balawegaya (SJB) would close down all liquor shops and taverns, with exceptions made only for those contributing to tourism. [...] While the initial newspaper report suggested a blanket closure of all liquor shops and taverns under a potential SJB government, this clearly misrepresented facts. Premadasa's statements and actions indicate a more targeted approach, focusing on canceling licenses issued without due process and those posing risks to sensitive areas. [...] While it's clear that Sajith Premadasa and the SJB are advocating for stricter regulations on liquor licenses and a crackdown on irresponsible practices in the alcohol industry, the assertion that all liquor shops and taverns will be closed under their government is misleading. Sajith stresses that he would take steps to cancel liquor licenses issued as bribes if he came to power, but he never mentions a total ban on all liquor stores.",False,False,True,refutes,srilankafactcrescendo
srilankafactcrescendo_108_ret_bn_g18,srilankafactcrescendo_108,Future government led by the Samagi Jana Balawegaya (SJB) would close down all liquor shops-Sajith,Daily Mirror,"The voting pattern laid bare the first crack within the Samagi Jana Balavegaya (SJB) led by Sajith Premadasa. He was outraged by Anuradhapura parliamentarian Ishak Rahman, who came first in the Anuradhapura district, at the August parliamentary elections. ""Ombawa mama Anuradhapurata avilla dana gassanawa or I will come to Anuradhapura and make you kneel,"" he warned angrily. He charged that he had crossed the red line. Rahman hit back by saying ""I am not a member of your party. You did not even help me when I was contesting."" [...] SJB General Secretary Ranjit Madduma Bandara issued a statement after a meeting chaired by Premadasa on Friday. It said, ""The MPs of the Samagi Jana Balawegaya (SJB) held a special meeting on October 23, 2020. The meeting was held at Committee room 02 in Parliament. In the meeting following decisions were taken. The Samgi Jana Balavegaya Parliamentary MPs unanimously decided to vote against the 20th Amendment. This decision was taken according to three line whip notice (unchangeable decision) therefore at the meeting the SJB parliamentary group decided to take special disciplinary action against the MPs who acted against the decision taken by the parliamentary group by voting in favour of the 20th Amendment.",False,False,True,insufficient-neutral,srilankafactcrescendo
srilankafactcrescendo_109,srilankafactcrescendo_109,Janitha Perera has become the Miss Australia for Miss Universe 2022,Social Media users,"According to our investigation, it's clear that Janitha Perera has not become Miss Universe Australia -2022 so far. She was only selected to contest for Miss Universe Australia -2022 national finals which would be held September 2022. Like Janitha many other contestants were also selected from other Australian states, all of whom will be vying for the top spot in grand finals in September 2022.",False,True,True,refutes,srilankafactcrescendo
srilankafactcrescendo_109_ret_b9_gn,srilankafactcrescendo_109,Janitha Perera has become the Miss Australia for Miss Universe 2022,Social Media users,"Janitha Perera crowned as Miss Universe Australia 2022 [...] Recently, we saw an array of posts on social media claiming she was. Janitha Perera , who is of Sri Lankan origins, had been awarded the Miss Universe Australia 2022 title. But, our research found that although she been selected for the finals that will be held in September, she was not received the prized title. [...] We contacted Miss Universe Australia to get clarifications on viral posts. The event director of Miss Universe Australia 2022 event, Amy Holland, confirmed to us that Janitha Perera was chosen to represent Australia in the national finals, and that it will take place during September 2022. She asked us that you follow Miss Universe's official Instagram page for information about the contest and more.",False,False,True,refutes,srilankafactcrescendo
srilankafactcrescendo_109_ret_bn_g0,srilankafactcrescendo_109,Janitha Perera has become the Miss Australia for Miss Universe 2022,Social Media users,"First, we checked whether there were any international media reports about Janitha Perera's victory as Miss Universe Australia 2022. However, we were not able to find such media reports nor any reports about Miss Universe Australia 2022 grand finals. [...] According to our investigation, it's clear that Janitha Perera has not become Miss Universe Australia -2022 so far. She was only selected to contest for Miss Universe Australia -2022 national finals which would be held September 2022. Like Janitha many other contestants were also selected from other Australian states, all of whom will be vying for the top spot in grand finals in September 2022. Title:Janitha Perera-Miss Australia-Miss Universe -2022?",False,False,True,refutes,srilankafactcrescendo
srilankafactcrescendo_11,srilankafactcrescendo_11,Houses being burnt due to election violence !!,Social Media Users,"The claims circulating on social media that the video depicts violence related to the presidential election are false. The video in question is an old clip from a building on fire from March 2024. We advise the public to refrain from sharing unverified information, especially during sensitive times like elections, and to rely on credible sources for accurate news.",False,True,True,refutes,srilankafactcrescendo
srilankafactcrescendo_11_ret_bn_g4,srilankafactcrescendo_11,Houses being burnt due to election violence !!,Social Media Users,"Mashonaland East and West provinces have been particularly badly affected and numbers of reported incidents of violence are on the increase in Harare. Victims report receiving death threats unless they vote ""correctly"" in a second round of voting should it be found that there was no outright winner of the presidential vote. Many of the casualties have seen their homes, food reserves and livestock destroyed and are now displaced. Hundreds of homesteads are reported to have been burnt in Manicaland and Mashonaland East. Perpetrators of the violence include so-called ""war veterans"" and supporters of the ruling party, as well as police officers and soldiers. State actors are accused of working hand-in-hand with ZANU-PF supporters. Individuals have been abducted from their homes by members of the military, in uniform and in plain clothes, as well as by ZANU-PF supporters.",False,False,True,supports,srilankafactcrescendo
srilankafactcrescendo_11_ret_bn_g5,srilankafactcrescendo_11,Houses being burnt due to election violence !!,Social Media Users,"Outbreaks of violence following Kenya's disputed general election in December, 2007, left many houses burnt. [...] The violence following the Kenyan election on December 27 has shocked many. The country is still reeling from outbursts that have seen houses being burnt and looted, thousands of people displaced and over 600 deaths.",False,False,True,supports,srilankafactcrescendo
srilankafactcrescendo_11_ret_bn_g7,srilankafactcrescendo_11,Houses being burnt due to election violence !!,Social Media Users,"A video circulating on social media shows what appears to be a building fire, with claims that the incident is related to violence during the Sri Lankan presidential election, which took place yesterday. As election results are being released, many online users have shared the video, alleging that the fire is the result of election-related violence. [...] To get further insights on current post-election violence in the country, we contacted the Police Media Division, who confirmed that there hasn't been any report of such an incident of a house or building set on fire. Also, when we asked the Center for Monitoring Election Violence (CMEV), they confirmed that this is false information and that no arson incident had been reported.",False,False,True,refutes,srilankafactcrescendo
srilankafactcrescendo_111,srilankafactcrescendo_111,"Modern Graduation Gown Evaluated From Traditional ""Abaya"" Dress of Muslim Women!!",Social Media Users,"The contribution of medieval Arab universities to the evolution of the graduation gown is indeed significant. The oldest continually operating educational institution, the University of al-Qarawiyyin, and scholars like Ibn Rushd exemplify the rich intellectual heritage that influenced European academic traditions.",False,True,True,insufficient-supports,srilankafactcrescendo
