id,claim_id,claim,claimant,evidence,factcheck_verdict,is_gold,relevant,evidence_stance,fc_source
factly_1024_ret_b12_gn,factly_1024,"In Britain, the country which ruled India for 200 years, Modi was the head of the meeting which was attended by the heads of 53 countries.",FACEBOOK POST,"After two centuries of imperial rule, the proximate cause of India’s independence was the economic damage Britain suffered after World War II — a war, it should be remembered, in which 2.5 million Indians also fought. When the time came to pack up and return home, Britain tasked a London barrister named Sir Cyril Radcliffe with drawing the lines on the map that would partition the colony into two dominions, India and Pakistan, and settle the fate of hundreds of millions of people. Radcliffe, who had never been to India before, showed little interest in the people living there, and was given just 40 days to complete his work. In a poem titled ""Partition,"" W. H. Auden memorialized the image of an unprepared lawyer amputating an entire subcontinent:",False,False,True,insufficient-neutral,factly
factly_1024_ret_b4_gn,factly_1024,"In Britain, the country which ruled India for 200 years, Modi was the head of the meeting which was attended by the heads of 53 countries.",FACEBOOK POST,"Key points - By the time India and Pakistan became independent nations in 1947, Britain had controlled much of the region for nearly 200 years. [...] - There were many organisations and key individuals who helped bring British rule over India to an end. [...] The end of British rule in India",False,False,True,insufficient-neutral,factly
factly_1027,factly_1027,"The visuals of water boiling under pits formed on a highway in Veracruz, Mexico, are a result of volcanic activity in Mexico’s Popocatepetl volcanic mountain",SOCIAL MEDIA POST,"This video does not depict an incident in Mexico but rather an incident in Guayaquil, Ecuador. A fire broke under an overpass on Pedro Menendez Gilbert Avenue, Guayaquil. The cause of this fire is not a volcanic eruption. Hence the claim made in the post is False.",False,True,True,refutes,factly
factly_1027_ret_bn_g0,factly_1027,"The visuals of water boiling under pits formed on a highway in Veracruz, Mexico, are a result of volcanic activity in Mexico’s Popocatepetl volcanic mountain",SOCIAL MEDIA POST,"Amid reports of volcanic activity in Mexico’s Popocatepetl volcano or ‘El Popo,’ a video has been circulating on social media showing water boiling under a highway road. The post claims that this incident occurred in Veracruz, Mexico, attributing it to volcanic activity in El Popo. Let’s fact-check this claim to determine its accuracy. [...] Fact: This video does not depict an incident in Mexico but rather an incident in Guayaquil, Ecuador. A fire broke under an overpass on Pedro Menendez Gilbert Avenue, Guayaquil. The cause of this fire is not a volcanic eruption. Hence the claim made in the post is False. [...] To sum up, the video misattributes an incident in Ecuador to the streets of Veracruz, Mexico, and falsely connects it to volcanic activity.",False,False,True,refutes,factly
factly_1027_ret_bn_g6,factly_1027,"The visuals of water boiling under pits formed on a highway in Veracruz, Mexico, are a result of volcanic activity in Mexico’s Popocatepetl volcanic mountain",SOCIAL MEDIA POST,"Popocatepetl volcano is 5452 m in altitude and capped by glaciers with a long Late Pleistocene-Holocene history. Volcanic activity has been intense during the last 10 000 years. Therefore, the valleys at the NE foothills of the volcano, covered by air-fall ejecta and drained by the runoff of the glaciers, became very attractive to ancient inhabitants of the Xalizintla Valley (XV) west of Puebla City, because of fertility of soils. The XV was occupied by humans about 2000 years ago who witnessed five events related to volcanic activity related to Popo. These events, described in this paper, are being taken into account for volcanic risk evaluation since several towns with a population of more than 23 000 people reoccupied again the Xalizintla Valley. [...] NASA Terra spacecraft shows Mexico active Popocatepetl volcano, located about 40 miles southeast of Mexico City, spewing water vapor, gas, ashes and glowing rocks since its most recent eruption period began in April 2012.",False,False,True,insufficient-supports,factly
factly_1027_ret_bn_g8,factly_1027,"The visuals of water boiling under pits formed on a highway in Veracruz, Mexico, are a result of volcanic activity in Mexico’s Popocatepetl volcanic mountain",SOCIAL MEDIA POST,"Popocatepetl volcano is 5452 m in altitude and capped by glaciers with a long Late Pleistocene-Holocene history. Volcanic activity has been intense during the last 10 000 years. Therefore, the valleys at the NE foothills of the volcano, covered by air-fall ejecta and drained by the runoff of the glaciers, became very attractive to ancient inhabitants of the Xalizintla Valley (XV) west of Puebla City, because of fertility of soils. The XV was occupied by humans about 2000 years ago who witnessed five events related to volcanic activity related to Popo. These events, described in this paper, are being taken into account for volcanic risk evaluation since several towns with a population of more than 23 000 people reoccupied again the Xalizintla Valley.",False,False,True,insufficient-supports,factly
factly_1038,factly_1038,Black money (undisclosed foreign income and assets) and imposition of tax Act 2015 enacted.,Govt. of India,The BJP government published an infographic on the 48-months portal that makes four claims about enabling legislations to curb corruption. This article is a fact check of the claims.,True,True,True,insufficient-neutral,factly
factly_1038_ret_bn_g2,factly_1038,Black money (undisclosed foreign income and assets) and imposition of tax Act 2015 enacted.,Govt. of India,"Black Money (Undisclosed Foreign Income and Assets) and Imposition of Tax Act, 2015 is an Act of the Parliament of India. It aims to curb black money, or undisclosed foreign assets and income and imposes tax and penalty on such income. The Act has been passed by both the Houses of the Parliament. The Act has received the assent of the President of India on 26 May 2015.[1][2] It came into effect from 1 July 2015. [...] See also [edit]References [edit]- ^ ""Black Money (Undisclosed Foreign Income and Assets) and Imposition of Tax Act, 2015"" (PDF). 26 May 2015. Retrieved 29 May 2015. [...] - ^ a b c d e f g h ""BLACK MONEY (UNDISCLOSED FOREIGN INCOME AND ASSETS) AND IMPOSITION OF TAX ACT, 2015;"". www.incometaxindia.gov.in. Retrieved 7 September 2018.",True,False,True,supports,factly
factly_1038_ret_bn_g8,factly_1038,Black money (undisclosed foreign income and assets) and imposition of tax Act 2015 enacted.,Govt. of India,"In 2015, the Parliament enacted the Black Money (undisclosed foreign income and assets) Imposition of Tax Act, 2015 (‘the BMA’) to curb the menace of black money by providing stringent provisions for tax, penalty and prosecution levy. The enactment of the BMA provided for a separate taxation mechanism for undisclosed asset located outside India and undisclosed foreign income in addition to the existing provisions contained in the Income Tax Act, 1961 (""IT Act""). The provisions of BMA were made applicable to persons who were tax residents of India when undisclosed foreign income was earned or an undisclosed asset outside India was acquired. In essence, if an Indian resident failed to pay tax on such foreign income or the source of acquisition of the undisclosed asset, the BMA would be triggered. Upon its enactment, the BMAopeneda compliance window of three months from July 2015 to September 2015 for disclosure of assets located outside India and payment of tax of 30% and 100% of the tax as penalty. The persons who made disclosure were granted immunity from criminal prosecution.",True,False,True,supports,factly
factly_1040,factly_1040,The recent blast in UP’s Bulandshahr occurred at a Muslim man’s house named Mohammad Shafiq,SOCIAL MEDIA POST,"The blast occurred at a property owned by Satish Kumar, which was rented by Raj Kumar under the pretense of manufacturing surf. The explosion was the result of illegal firecracker production. Neither the owner nor the tenant belongs to the Muslim community. Hence the claim made in the post is FALSE.",False,True,True,refutes,factly
factly_1040_ret_b7_gn,factly_1040,The recent blast in UP’s Bulandshahr occurred at a Muslim man’s house named Mohammad Shafiq,SOCIAL MEDIA POST,"Bulandshahr violence LIVE UPDATES: Martyred Policeman’s sister says Subodh Singh was killed because he was investigating Akhlaq's case [...] Here's What Happened In Bulandshahr - [...] BulandshahrRead all breaking news in English first on ABP News. For everything on Bollywood, Sports, Covid-19 Vaccine updates read the most reliable English news website, ABP News । For more related stories, follow: News in English",False,False,True,insufficient-neutral,factly
factly_1040_ret_bn_g0,factly_1040,The recent blast in UP’s Bulandshahr occurred at a Muslim man’s house named Mohammad Shafiq,SOCIAL MEDIA POST,"In light of the recent explosion at a building in UP’s Bulandshahr area, a post is being circulated on social media claiming that the blast occurred at one Mohammad Shafiq’s property. Let’s investigate the accuracy of this claim. [...] Furthermore, according to a report by Dainik Bhaskar, the owner of the property is Satish Kumar. The tenants had rented the house under the pretence of manufacturing surf. Among the six fatalities in the accident were three Hindu men: Abhishek (20), Chanderpal, and Vinod. Additionally, a 40-year-old Muslim man named Raees was killed, along with his 5-year-old child, Ahad. A woman’s head was also recovered at the scene, and authorities are searching for her torso. Moreover, when the Sudarshan News Twitter handle claimed that the property belonged to a Muslim man named Mohammad Shafiq, the Bulandshahr police urged them not to disseminate misleading information without verifying the facts. To sum it up, the claim that the recent blast in UP’s Bulandshahr occurred at Mohammad Shafiq’s house is false. The actual owner of the property is Satish Kumar, and the tenants rented the house under the pretence of manufacturing surf. The blast was the result of illegal firecracker production by the tenant, Raj Kumar.",False,False,True,refutes,factly
factly_1070,factly_1070,Government has provided for integrated development and management of fisheries with an outlay of Rs. 3000 crores.,Govt. of India,The BJP government published an infographic on the 48-months portal that makes claims about fish production in the country. This article is a fact check of the claims.,False,True,True,insufficient-neutral,factly
factly_1070_ret_b16_gn,factly_1070,Government has provided for integrated development and management of fisheries with an outlay of Rs. 3000 crores.,Govt. of India,"Integrated Development and Management of Fisheries (Blue Revolution) is the name of an integrated / umbrella scheme covering all existing schemes related to fisheries. This scheme was approved by Union Cabinet in December 2015 and the total outlay is of Rs. 3000 Crore for five years. [...] - National Fisheries Development Board (NFDB) and all its activities - Development of Inland Fisheries and Aquaculture - Development of Marine Fisheries, Infrastructure and Post Harvest Operations - Strengthening of Database & Geographical Information System of the Fisheries Sector - Institutional Arrangement for Fisheries Sector - Monitoring, Control and Surveillance (MCS) and other need-based Interventions. [...] The scheme with its multi-dimensional activities, focuses mainly on increasing production and productivity from aquaculture and fisheries resources, both inland and marine. The scheme is intended to utilise most of the unutilised fisheries resources keeping in view the overall sustainability, bio-security and environmental concerns.",False,False,True,supports,factly
factly_1070_ret_bn_g1,factly_1070,Government has provided for integrated development and management of fisheries with an outlay of Rs. 3000 crores.,Govt. of India,"An Umbrella Scheme ‘Blue Revolution: Integrated Development and Management of Fisheries’with an Outlay of Rs. 3000 crore Proposed- Radha Mohan Singh ""World Fisheries Day- 2015 Inaugurated"" Union Agriculture and Farmers welfare Minister Shri Radha Mohan Singh today here inaugurate the ""World fisheries Day-2015"". Shri Singh on the occasion said that ""considering the importance and growth potential of the sector, and considering the need for effective implementation of different schemes, the Ministry by merging all the existing schemes, has proposed to formulate an umbrella scheme ‘Blue Revolution: Integrated Development and Management of Fisheries’ with an outlay of Rs. 3000 crore. This umbrella scheme will cover inland fisheries, aquaculture, marine fisheries including deep sea fishing, mari-culture and all activities undertaken by the National Fisheries Development Board (NFDB) towards realizing ""Blue Revolution"". Minister further said that a ""focused approach of this nature shall lead to ushering in Blue Revolution through an integrated development and management of fisheries and aquaculture sector and would ensure sustained acceleration and intensification of fish production beyond the projected annual growth rate.""",False,False,True,supports,factly
factly_1070_ret_bn_g11,factly_1070,Government has provided for integrated development and management of fisheries with an outlay of Rs. 3000 crores.,Govt. of India,"The restructured Plan Scheme on Blue Revolution3 – Integrated Development and Management of Fisheries has been approved at a total central outlay of Rs 3000 crore for implementation during a period of five years (2015-16 to 2019-20)4. The Ministry of Agriculture and Farmers Welfare, Department of Animal Husbandry, Dairying & Fisheries has restructured the scheme by merging all the ongoing schemes under an umbrella of Blue Revolution. The restructured scheme provides focused development and management of fisheries, covering inland fisheries, aquaculture, marine fisheries including deep sea fishing, mariculture and all activities undertaken by the National Fisheries Development Board (NFDB). [...] 4 Press Information Bureau, Government of India, Cabinet Committee on Economic Affairs (CCEA). Integrated Development and Management of Fisheries – a Central Sector Scheme on Blue Revolution. 22 Dec 2015 5 The term ""ocean grabbing"" has been used to describe actions, policies or initiatives that deprive small- scale fishers of resources, dispossess vulnerable populations of coastal lands, and/or undermine historical access to areas of the sea. Rights and access to marine resources and spaces are frequently reallocated through government or private sector initiatives to achieve conservation, management or development objectives with a variety of outcomes for different sectors of society. For a reallocation to be considered ocean grabbing, it must: (1) occur by means of inadequate governance, and (2) be implemented using actions that undermine human security and livelihoods, or (3) produce impacts that reduce social- ecological well-being.",False,False,True,supports,factly
factly_1070_ret_bn_g4,factly_1070,Government has provided for integrated development and management of fisheries with an outlay of Rs. 3000 crores.,Govt. of India,"The Ministry of Agriculture and Farmers Welfare, Department of Animal Husbandry, Dairying & Fisheries has restructured the scheme by merging all the ongoing schemes under an umbrella of Blue Revolution. The restructured scheme provides focused development and management of fisheries, covering inland fisheries, aquaculture, marine fisheries including deep sea fishing, mariculture and all activities undertaken by the National Fisheries Development Board (NFDB). The restructured Plan Scheme on Blue Revolution - Integrated Development and Management of Fisheries has been approved at a total central outlay of Rs 3000 crore for implementation during a period of five years (2015-16 to 2019-20). [...] Key components of the Scheme:1. National Fisheries Development Board (NFDB) and its activities 2. Development of Inland Fisheries and Aquaculture 3. Development of Marine Fisheries, Infrastructure and Post-Harvest Operations 4. Strengthening of Database & Geographical Information System of the Fisheries Sector 5. Institutional Arrangement for Fisheries Sector 6. Monitoring, Control and Surveillance (MCS) and other need-based Interventions 7. National Scheme of Welfare of Fishermen",False,False,True,supports,factly
factly_1085,factly_1085,Consuming food items containing the label of Apeel will cause sickness as they have toxic mono and diglycerides,SOCIAL MEDIA POST,"The U.S. Food and Drug Administration recognises mono and diglycerides, the ingredients of Apeel’s Edipeel, as food substances generally recognised as safe. Hence, the claim made in the post is False.",False,True,True,refutes,factly
factly_1085_ret_bn_g1,factly_1085,Consuming food items containing the label of Apeel will cause sickness as they have toxic mono and diglycerides,SOCIAL MEDIA POST,"A social media post shared a photo of a food item with an Apeel label whose post description reads, ‘ DO NOT EAT ANYTHING WITH THIS LABEL!! This is a Bill Gates-founded company using toxic mono & diglycerides to make you SICK! ‘Let’s fact-check this post’s claim through this article. [...] Fact: The U.S. Food and Drug Administration recognises mono and diglycerides, the ingredients of Apeel’s Edipeel, as food substances generally recognised as safe. Hence, the claim made in the post is False. [...] Mono- and diglycerides fall under the GRAS (Generally Recognised As Safe) classification of the U.S. Food and Drug Administration (FDA). Apeel also mentions the same on their website. A WHO report states,’ No harmful effects have been specifically associated with mono- or diglycerides. ‘ The Centre for Science in the Public Interest gave a ‘safe’ rating to Mono- and diglycerides. This evidence contradicts the viral claim that these compounds cause sickness.",False,False,True,refutes,factly
factly_1085_ret_bn_g19,factly_1085,Consuming food items containing the label of Apeel will cause sickness as they have toxic mono and diglycerides,SOCIAL MEDIA POST,"Apeel brags about its purified mono-and diglycerides, a food ingredient that is found in a variety of foods. According to Dr. Josh Axe, mono-and diglycerides are ""the go-to replacement for deadly trans fats and a food industry staple that helps keep oil and fat from separating. (Vani) Hari (The Food Babe) explains that this additive is a byproduct of oil processing, including partially hydrogenated canola and soybean oils. This additive is a byproduct of oil processing which contains artificial trans fat – a danger food ingredient known to cause coronary heart disease and linked to 50,000 fatal heart attacks a year."" (Side note: The FDA finally determined that trans fats are no longer generally recognized as safe for food use in 2016 and yet mono-and diglycerides are the ""the go-to replacement."" But they change the label from trans fats to mono-and diglycerides and then the FDA changes their tune. Interesting or predictable?) [...] In our home, we are very intentional about the foods that we eat and use from foods to products… we avoid seed oils, artificial food coloring, high fructose corn syrup, fast food, refined sugars, bleached flours, fragrances, cheap made-in-China toys, AirPods, plastics, flame retardants, PFAs and the list go on and on and on… which will now include Apeel, aka, mono-and diglycerides.",False,False,True,insufficient-neutral,factly
factly_1085_ret_bn_g8,factly_1085,Consuming food items containing the label of Apeel will cause sickness as they have toxic mono and diglycerides,SOCIAL MEDIA POST,"Remarkably, Apeel is even found on organic produce in the United States, and according to the company's website, it cannot be washed off. While regulatory bodies in various countries have approved Apeel's product for use on fresh produce, including organic items meant to be free from industrial contamination, many remain unconvinced of its safety. Apeel's own FDA documents reveal that the manufacturing process involves toxic heavy metals and solvents, which can accumulate in the human body over time and contribute to numerous health conditions including chronic illness. [...] Apeel is composed of ""food-grade mono- and diglycerides of fatty acids derived from plants."" The FDA categorizes monoglycerides as ""generally recognized as safe"" (GRAS) food additives and ingredients, indicating that they do not pose an immediate health risk. Currently, food producers typically use monoglycerides and diglycerides in small quantities, making it difficult to determine the impact of consuming large amounts of these fats on human health. Monoglycerides contain small traces of trans fats, which occur naturally in various types of meat, dairy, and, to a lesser extent, plant- or nut-based oils. While small amounts of trans fats are not concerning, consuming significant quantities of trans fats has been linked to an increased risk of coronary heart disease and stroke.",False,False,True,insufficient-contradictory,factly
factly_1097,factly_1097,Visuals showing a Dalit girl being beaten for bathing in river and contaminating the water,SOCIAL MEDIA POST,"These visuals are related to an old incident from 2021 wherein two sisters from a tribal community in Pipalwa village of Dhar district, MP were beaten brutally by their family members for talking to their maternal uncle’s sons on the phone. The incident took place in July 2021 and there is no caste discrimination associated to the incident. Hence, the claim made in the post is FALSE.",False,True,True,refutes,factly
factly_1097_ret_b0_gn,factly_1097,Visuals showing a Dalit girl being beaten for bathing in river and contaminating the water,SOCIAL MEDIA POST,"A video of a woman being beaten by some men is being shared as an incident from Uttar Pradesh where upper caste people beat up a Dalit woman for taking water from a well reserved for use by upper caste. However, the incident actually happened in a village in Gujarat and is being falsely given a caste angle. [...] Roughly translated, it says that this is an incident from Uttar Pradesh and that a Dalit woman is receiving her just punishment for drawing water from a well reserved for use by upper caste people. [...] ""The claim that a Dalit woman was beaten up for drinking water from the well is false. This incident took place in Bilavat village of Chotta Udepur. The girl was beaten up by villagers for eloping with her lover. An FIR was filed and 16 people have been arrested so far,"" MS Bhabor, SP Chotta Udepur said.",False,False,True,refutes,factly
factly_1097_ret_b19_gn,factly_1097,Visuals showing a Dalit girl being beaten for bathing in river and contaminating the water,SOCIAL MEDIA POST,"KENDRAPARA (Odisha): A dalit woman was allegedly beaten up by members of upper caste for drawing potable water from a government-dug deep tube well in their area at a village in Odisha's Kendrapara district, police said on Wednesday.",False,False,True,insufficient-supports,factly
factly_1097_ret_bn_g3,factly_1097,Visuals showing a Dalit girl being beaten for bathing in river and contaminating the water,SOCIAL MEDIA POST,"An old video of a young woman being beaten by a group of men in Dhar district, Madhya Pradesh is being shared with a false claim that it shows a Dalit girl being beaten up by Hindutva extremists. [...] The caption of the video when translated reads, ""A Dalit girl is brutally and mercilessly beaten by a group of Hindu extremists and members of the Hindutva extremist organization. India is the only country in the world in which the extremist Hindu wing still commits all methods of gross violations of human rights, especially against Muslims and Dalits."" [...] The same video is also being shared with another misleading claim that a Dalit woman was beaten for bathing in a river. ""Trigger Warning....This Dalit girl is being beaten mercilessly for bathing in the river and contaminating the water. 75 years of Independent India, where water has more importance than women,"" the twitter account @jatt0935 tweeted.""",False,False,True,insufficient-refutes,factly
factly_1099,factly_1099,"Over the last 4 years, almost one crore houses have been constructed in rural and urban India.",Govt. of India,The government published an infographic titled ‘New momentum for new India’ on the 48-months portal. It makes two claims regarding construction of houses and distribution of LED lights. The following article is a fact check of these claims.,True,True,True,insufficient-neutral,factly
factly_1099_ret_b16_gn,factly_1099,"Over the last 4 years, almost one crore houses have been constructed in rural and urban India.",Govt. of India,"1.07 crore rural houses constructed over the last four years under Pradhan Mantri Awaas Yojana –Gramin with the objective of ‘’Housing for All by 2022’’ The re-structured rural housing scheme Pradhan Mantri Awas Yojana – Gramin (PMAY-G) which has the objective of ""Housing for All by 2022"" was launched by Hon’ble Prime Minister on 20th November, 2016 from Agra. 2.95 crore houses are set to be constructed by 2022 to achieve the set objective of PMAY-G which has been decided to achieve in phases. In the first phase the target is construction of one crore pucca houses by 31st March, 2019. A total of 1.07 crore rural houses have been completed over the last four years (2014-15 to 2017-18) which include completion of 38.20 lakh Pradhan Mantri Awaas Yojana – Gramin (PMAY- G) houses and 68.64 lakh IAY houses that were sanctioned in 2014-15 and 2015-16 and prior to that. If the figures of the current financial year are also added to this achievement under the rural housing scheme the achievement from 2014-15 till date becomes 1.13 crore completed rural houses. The details of rural housing scheme and progress can be seen from the website of PMAY-G, i.e. (pmayg.nic.in). A summary of houses completed, as on 31.7.2018, which shows an upward swing, is shown below:",True,False,True,insufficient-supports,factly
factly_1109,factly_1109,"The ancient rock carvings show modern-day technologies like computers, Astronaut suits and bicycles, etc. which suggests that our ancestors are more technologically advanced than us",SOCIAL MEDIA POST,"The carvings of the bicycle and astronaut are done recently after their inventions are made. The man sitting at a computer is not a carving, but an artwork made in 2006. Similarly, symbols in some other carvings have not yet been deciphered, and some of the associations with modern symbols like Wi-Fi, rockets and transformers, etc, could be due to visual similarities rather than actual representation as there is not enough evidence to support them. Hence the claim made in the post is MISLEADING.",False,True,True,refutes,factly
factly_1109_ret_b0_gn,factly_1109,"The ancient rock carvings show modern-day technologies like computers, Astronaut suits and bicycles, etc. which suggests that our ancestors are more technologically advanced than us",SOCIAL MEDIA POST,"We often think about our distant ancestors as primitive, equipped with the crudest of tools and a limited set of skills. But more often than not, we are terribly mistaken. Ancient civilizations are usually underestimated. History shows us that they repeatedly demonstrated incredible ingenuity and engineering prowess, even in the most distant past. From the stone age to the advent of metallurgy, these cultures thrived despite all. But still, certain ancient innovations and technologies remain a great enigma, as they cannot be replicated and fully understood. The mystery of ancient engineering challenges modern perception of the world’s first civilizations. Were they smarter than we think? [...] The exact process through which the Romans created such advanced art pieces remains a mystery, especially since nanotechnology was only understood by modern science in the 20th century. All this tells us that ancient artisans certainly possessed knowledge and techniques that were much more advanced than we first thought. [...] These ten incredible feats of ancient engineering are proof enough that our distant ancestors were much more sophisticated than we first thought. What is more, they definitely had an eye for art and magnificence and spared no effort or expense in order to create them.",False,False,True,insufficient-neutral,factly
