id,claim_id,claim,claimant,evidence,factcheck_verdict,is_gold,relevant,evidence_stance,fc_source
healthfeedback_755_ret_b1_gn,healthfeedback_755,Peanut allergies are caused by the peanut oil in vaccines,Matt Roeske,"Misleading: Peanut allergies and peanut oil allergies aren’t one in the same. Some people with peanut allergies may safely consume peanut oil, particularly if it’s the highly-refined variety used in cooking and frying. While peanut oil was used as a vaccine adjuvant ingredient in a clinical trial for an influenza vaccine in the 1960s, this vaccine wasn't approved for public use. [...] The reel claimed that people are ""having peanut allergies because they’ve been jabbed with peanut oil"", drawing an implicit link between the alleged addition of peanut oil to certain vaccines in 1961 and a subsequent rise in peanut allergies since that time. [...] Peanut oil was only briefly tested as an adjuvant ingredient in vaccines in the 1960s. It was never approved as an ingredient for public use in vaccines and isn’t an ingredient in vaccines today. Further, there isn’t evidence to support that peanut oil causes peanut allergies; rather, risk for peanut allergy may instead be linked to factors like age, genetics, and other allergies.",False,False,True,refutes,healthfeedback
healthfeedback_755_ret_b2_gn,healthfeedback_755,Peanut allergies are caused by the peanut oil in vaccines,Matt Roeske,"Though articles and individuals attempting to make this link propose a variety of mechanisms for the ways in which an inoculation could contribute to the development of peanut allergies, each relies on the false premise that vaccines (childhood and/or influenza) contain undisclosed traces of peanut oil. [...] This assertion appears to have its roots in the 2011 book The Peanut Allergy Epidemic by Heather Fraser, which has a section about the potential presence of peanut oil adjuvants in vaccines. Fraser attempts to argue that some kinds of adjuvants in injections (not specifically childhood vaccines) may have, through poorly understood mechanisms, sensitized children to peanut and other allergies. This specific chapter (and the evidence it cites) appears to be the basis for a number peanut oil claims on numerous anti-vaccine websites. [...] In case the complete and total lack of evidence supporting the claim that peanut oil can be found in vaccines convinced you that they were peanut free, anti-vaccine advocates also throw in a burden-of-proof logical fallacy to contend with: that pharmaceutical companies are doing it secretly and there is literally no way to know for sure.",False,False,True,refutes,healthfeedback
healthfeedback_755_ret_bn_g0,healthfeedback_755,Peanut allergies are caused by the peanut oil in vaccines,Matt Roeske,"Vaccine Ingredients: Corn and Peanut Oils ""My daughter has a corn allergy, do I need to worry about her getting vaccines?"" ""I heard the rise in peanut allergies is because peanut oils are used in vaccines. Is this true?"" Both of these questions are related to the notion that oils in vaccines can cause allergic reactions in those who have food sensitivities. Indeed, if someone has a sensitivity to a vaccine component, they may be advised not to get it; however, vaccines do not contain either corn or peanut oils.",False,False,True,refutes,healthfeedback
healthfeedback_755_ret_bn_g5,healthfeedback_755,Peanut allergies are caused by the peanut oil in vaccines,Matt Roeske,"Factually inaccurate: Peanut oil isn’t an ingredient in vaccines. Risk factors for peanut allergies are unclear, but are commonly linked to age, genetics, and history of other allergies—not consumption of peanut oil. [...] The reel claimed that people are ""having peanut allergies because they’ve been jabbed with peanut oil"", drawing an implicit link between the alleged addition of peanut oil to certain vaccines in 1961 and a subsequent rise in peanut allergies since that time. [...] Peanut oil was only briefly tested as an adjuvant ingredient in vaccines in the 1960s. It was never approved as an ingredient for public use in vaccines and isn’t an ingredient in vaccines today. Further, there isn’t evidence to support that peanut oil causes peanut allergies; rather, risk for peanut allergy may instead be linked to factors like age, genetics, and other allergies.",False,False,True,refutes,healthfeedback
healthfeedback_762,healthfeedback_762,"If masks were effective and necessary, non-mask wearers should be dead by now",Facebook Users,"Factually inaccurate: The claim states that people not wearing masks should be dead. However, this is not consistent with the epidemiological data to date indicating that only 0.5% to 0.7% of SARS-CoV-2 infections result in death, based on the infection fatality ratio. Flawed reasoning: The claim implies that masks are ineffective or useless against COVID-19, otherwise non-mask wearers should be dead. However, protective equipment can be recommended or necessary even against diseases that are not systematically deadly. The claim also forgets to consider that the use of masks reduces the propagation of the virus among the population and thus indirectly limits the risk of exposure of non-mask wearers.",False,True,True,refutes,healthfeedback
healthfeedback_762_ret_b0_gn,healthfeedback_762,"If masks were effective and necessary, non-mask wearers should be dead by now",Facebook Users,"Flawed reasoning: The claim implies that masks are ineffective or useless against COVID-19, otherwise non-mask wearers should be dead. However, protective equipment can be recommended or necessary even against diseases that are not systematically deadly. The claim also forgets to consider that the use of masks reduces the propagation of the virus among the population and thus indirectly limits the risk of exposure of non-mask wearers. [...] In August 2020, a post circulating on social media, which received millions of views, questioned how people who are not wearing face masks in the midst of the COVID-19 pandemic have still remained alive. Using the rhetorical technique of ""just asking questions"", this claim suggests that masks are ineffective or useless against COVID-19. This reasoning is based on the premise that a protective device is only efficient and necessary if 100% of people not using it dies. Such logic is actually flawed and inconsistent with the available knowledge about the disease. [...] Altogether, this shows that being exposed to SARS-CoV-2 does not give a 100% chance of getting infected, and getting infected does not always result in death. Therefore, it is well within expectations that most people who do not wear masks are still alive, and this cannot be used to make conclusions about the usefulness or efficiency of masks.",False,False,True,refutes,healthfeedback
healthfeedback_762_ret_b10_gn,healthfeedback_762,"If masks were effective and necessary, non-mask wearers should be dead by now",Facebook Users,"""It’s true that masks are most effective when everyone around you is wearing them. If someone is infected with COVID-19 and doesn’t know it, their mask is like putting a thumb over the end of a hose, preventing the virus from spewing,"" says Jaimie Meyer, an infectious disease physician at Yale Medicine. [...] To be effective, the CDC emphasizes masks must be worn consistently. Some people in areas with high transmission may think they are safe without a mask indoors when they remain more than six feet from others in the room. But it’s a misconception that keeping your distance inside reduces your risk of exposure completely, says Linsey Marr, professor of engineering at Virginia Tech and an expert on viral transmission. It’s true that viral particles are concentrated closest to an infected individual, she says, but just as cigarette smoke eventually spreads throughout a room, so, too, does the coronavirus. [...] Anyone not currently wearing a mask still should keep it at the ready, experts say.",False,False,True,insufficient-refutes,healthfeedback
healthfeedback_762_ret_bn_g0,healthfeedback_762,"If masks were effective and necessary, non-mask wearers should be dead by now",Facebook Users,"Another study looked at coronavirus deaths across 198 countries and found that those with cultural norms or government policies favoring mask-wearing had lower death rates. [...] Masks may be more effective as a ""source control"" because they can prevent larger expelled droplets from evaporating into smaller droplets that can travel farther. [...] The latest forecast from the Institute of Health Metrics and Evaluation suggests that 33,000 deaths could be avoided by October 1 if 95 percent of people wore masks in public.",False,False,True,insufficient-refutes,healthfeedback
healthfeedback_765,healthfeedback_765,“Bill Gates’ shoddily-hastened vaccine has been determined to make all animal test subjects get COVID-19 when exposed to the virus“,Anonymous,"Cherry-picking: The article selectively highlights the finding that viral genetic material was isolated from vaccinated monkeys, but fails to report that vaccinated monkeys were protected from developing viral pneumonia, a common COVID-19 complication. Misleading: The article refers to the Oxford group’s vaccine as Bill Gates’ vaccine, suggesting that Gates has a direct hand in vaccine research and development. While Bill Gates does contribute funding to COVID-19 vaccine efforts, he is not a scientist, nor does he have any medical or scientific credentials, and therefore is not qualified to conduct vaccine research and development.",False,True,True,refutes,healthfeedback
healthfeedback_765_ret_b12_gn,healthfeedback_765,“Bill Gates’ shoddily-hastened vaccine has been determined to make all animal test subjects get COVID-19 when exposed to the virus“,Anonymous,"Bill Gates owns the patent and vaccine for coronavirus. [...] ""Isn’t it Amazing that Bill Gates Owns The Patent For Coronavirus and Owns The Vaccine. He is also A Partner n [sic] the Lab In Wuhan China"" [...] There is not yet an effective Covid-19 vaccine, although trials of potential vaccines are ongoing. So neither Bill Gates nor the Bill & Melinda Gates Foundation own the patent for a Covid-19 vaccine.",False,False,True,insufficient-refutes,healthfeedback
healthfeedback_765_ret_b15_gn,healthfeedback_765,“Bill Gates’ shoddily-hastened vaccine has been determined to make all animal test subjects get COVID-19 when exposed to the virus“,Anonymous,"Bill Gates on vaccine equity, boosters, climate, his foundation and Epstein meetings [...] Europe, Gates Foundation pledge funds to provide COVID-19 vaccines for poor nations [...] Go Deeper bill gates covid covid vaccine",False,False,True,insufficient-neutral,healthfeedback
healthfeedback_765_ret_b9_gn,healthfeedback_765,“Bill Gates’ shoddily-hastened vaccine has been determined to make all animal test subjects get COVID-19 when exposed to the virus“,Anonymous,"Gates — whose foundation has pledged to spend billions of dollars to develop a vaccine that will safeguard against the coronavirus — spoke about what he believes needs to be done now in order to improve testing and treatment capabilities in the U.S., as well as what he envisions the world will look like as it deals with the fallout of this unprecedented global event. [...] A vaccine will likely take longer — by some estimates, there may not be one available until the fall of 2021. Gates said that broad vaccination for COVID-19 will need to become available ""before you can be completely safe."" Until then, there’s a risk that communities could rebound unless they continue to practice strict social distancing and quarantines to see case numbers level off. [...] Go Deeper bill and melinda gates foundation bill gates novel coronavirus philanthropy vaccines",False,False,True,insufficient-neutral,healthfeedback
