claim,ground_truth
project 2025 would end gay marriage.,False
“ron desantis is against fracking. he is against drilling”,True
"“before the pandemic, just over 40,000 were on continuing ui claims. now, there are well over 100,000 on state or federal ui benefits.”",True
“100 million ballots (democrats) prefilled now have the wrong name.”,False
"""higher education is one of america's strongest export sectors. over 1 million international students studied at american universities, (in the) 2018-19 school year. they contributed over $40 billion to the economy.”",True
kamala harris “supported abolishing ice.”,False
"due to u.s. senate rules, democrats need ""more than a majority ... to codify roe vs. wade.""",True
abc news reporter said “government tried to kill” former president donald trump.,False
"in afghanistan, “over 100 billion dollars spent on military contracts.”",True
"“new haven, conn., had to issue bonds for a bridge after using funds for that bridge to pay for a police misconduct settlement.""",True
says taylor swift “announced a fund raising concert with beyoncé in support of harris” on july 23.,False
minnesota gov. tim walz signed a law that would “take children away from their parents if the parents don’t want to consent to sex changes.”,False
my 2018 election was the first time speaker robin vos has lost a republican-held seat,True
“gas prices have skyrocketed since joe biden took office and continue to do so everyday.”,True
there is “$500 billion of unspent covid money” that can be rescinded.,True
"in milwaukee, ""the (homicide) rate has nearly doubled in the past two years.""",True
“the state of washington has already sent out their ballots” for the 2024 presidential election.,False
project 2025 would “end head start.”,True
"former president jimmy carter “passed away tuesday, july 23, at 01:34 am at his home in plains, georgia at the age of 99.”",False
there are nine states “where biden’s name can’t be removed and no one can be added. that’s over 130 electoral votes in the toilet.”,False
“iran has stockpiled 10 times as much enriched uranium as it had” in 2016.,True
"kamala harris “returned” a $5,000 donation donald trump made to her campaign in 2011.",False
"""(the) top issue for college students is the economy.""",True
"says since he took office, the city of milwaukee has seen the creation of 7,000 new affordable housing units.",True
"“we’ve seen an 800% increase in the swanton sector, which is the part of the northern border that i represent, in illegal crossings.”",True
“the racial wealth gap is the smallest it’s been in 20 years.”,True
"“when a basketball player or football or baseball player from another team plays in wisconsin, that one game's salary, they pay wisconsin income tax on it. ... so if for some reason we do not have the brewers in wisconsin all of those player salaries that generate dollars for the state of wisconsin go away.""",True
“prices have increased over 17% in the last two years.”,True
“we are no. 1 among all large states in having fully vaccinated teenagers. we are no. 2 in all large states for having fully vaccinated five- to 11- year-olds.”,True
"“if you look at the hospitalizations at ruby memorial in west virginia, and around the country, 90% to 95% of those hospitalized are unvaccinated.”",True
“2022 was the biggest tourism year ever in west virginia”,True
"milwaukee's marcus performing arts center – where 'the daily show' had been scheduled – “was originally located in the ‘soft perimeter,’ they called it, security-wise” but “was shifted, understandably so, to the ‘hard perimeter.’”",False
says he has issued more pardons than “any wisconsin governor in contemporary history.”,True
kamala harris has adopted the nazi-rooted phrase “strength through joy” as her campaign slogan.,False
"“we passed 27 bills last year, which is the fewest since the depression.”",True
“the idea that there’s political violence or violence in america like this is just unheard of.”,False
"""the trump administration handed out taxpayer dollars to a foreign company. hundreds of homes and farms were bulldozed, and over $500 million in taxpayer dollars were wasted preparing for foxconn.""",True
"during his tenure as mayor of new york city, “street homelessness decreased by 28 percent.”",True
"the gop-controlled legislature has ""refused to act on at least 150"" appointees of gov. tony evers.",True
“we're having the largest classes of correctional officers we've ever had before.”,True
"new york is ""leading the nation with the lowest imprisonment rate of any large state”",True
"bbc news published a graphic quoting president joe biden saying, “let me say this as clearly and simply as i can: [inaudible].”",False
"“right now, two-thirds of the u.s. senate is composed of millionaires.”",True
list shows settlements donald trump made to 10- to 13-year-old victims of child sex crimes.,False
"kamala harris ""co-sponsored, fully sponsored"" the green new deal.",True
project 2025 mandates women carry “period passports” to “track their menstrual cycles” and “monitor pregnancies.”,False
the associated press reported “prosecutors are reconsidering bringing charges against former president donald j. trump on child rape and molestation charges.”,False
c-sections are coded as abortions in hospitals.,False
"under joe biden, there are “record numbers of new black entrepreneurs”",True
“disney and google bought the rights to the first king james bible.”,False
texas and florida have a “balanced budget” while california is “in debt $54 billion and new york is “in debt $6.1 billion.”,True
"says joe biden “has issued more executive fiats than anyone in such a short period of time, ever, more than obama, more than trump, more than anyone.”",True
"""for 18 months under president trump, not a single american was harmed in afghanistan.”",False
“wnba organizers have officially announced an investigation into the referees in all of caitlin clark's games for ignoring all dirty actions by her opponents against her.”,False
“research illustrates a clear correlation between vitamin d deficiencies and (higher) covid-19 mortality rates.”,True
"""malaysia airlines flight mh370 returns after 10-year mystery""",False
"says a 1942 milwaukee ymca brochure shows children playing a violent, racist carnival game",True
"“r. kelly has been released from united states of america federal prison, chicago.”",False
says republican u.s. sen. ron johnson “called climate change ‘bull----’ during a record heatwave” and “raked in over $700k in fossil fuel cash.”,True
"""president zelenskyy’s wife orders 4 million dollar bugatti” in paris with u.s. tax money.",False
the city of san francisco posted street signs warning that “stolen goods must remain under $950.”,False
"""86% of americans and 82% of gun owners support requiring all gun buyers to pass a background check.""",True
"“the weapons that ukraine used in the early days of this war to fend off the russian invasion are the weapons that donald trump sent, that barack obama and joe biden had refused to send.”",True
“new york is one of only 12 states where the average gallon of gas costs more than $2.00.”,True
"chiefs' coach andy reid ""fires 3 top players for anthem kneeling.""",False
"“it wasn’t all women that lost jobs (in the december jobs report), it was mostly black and latina women. in fact, white women gained employment.”",True
a jury “ordered disney and lucasfilm to pay” actor gina carano $115 million.,False
florida has “the highest” homeowners insurance in the nation.,True
"cnn's david chalian referred to michelle obama as ""big mike"" on air during presidential debate coverage.",False
"“today in america, 1 in 3 women of reproductive age live in a state with an abortion ban.”",True
“two-thirds of americans disapprove of donald trump not wearing a face mask in public.”,True
"“you’ve raised a lot more money than i have, bernie.”",True
"""hospitals murdered patients” with remdesivir, a drug banned from ebola trials because of “53% kill rate.”",False
"in covid-19 crisis, “only 20% of african americans had jobs where they could work from home.”",True
