id,claim_id,claim,claimant,evidence,factcheck_verdict,is_gold,relevant,evidence_stance,fc_source
factcheckni_104_ret_b13_gn,factcheckni_104,41% of those living with HIV in Northern Ireland are heterosexual.,Paula Bradley,"Number living with HIV in Northern Ireland rises 10% [...] The annual HIV in Northern Ireland report highlighted a continuing rise in new HIV diagnoses, up by 3%, from 80 in 2010 to 82 in 2011. [...] Gay men are the group still most at risk of acquiring HIV within the UK, while the majority of heterosexual cases are acquired abroad.",True,False,True,insufficient-neutral,factcheckni
factcheckni_104_ret_b14_gn,factcheckni_104,41% of those living with HIV in Northern Ireland are heterosexual.,Paula Bradley,"Northern Ireland has had the largest proportional increase in new cases of HIV in the UK since 2000. [...] Of the new diagnoses of HIV in Northern Ireland in 2013, 57% occurred in men who have sex with men. Seven hundred and forty-nine HIV-infected residents of Northern Ireland received care for the virus during 2013.",True,False,True,insufficient-supports,factcheckni
factcheckni_104_ret_b17_g2,factcheckni_104,41% of those living with HIV in Northern Ireland are heterosexual.,Paula Bradley,"A new report from the Public Health Agency (PHA) shows that there are 1,325 people in Northern Ireland living with HIV. The ‘HIV surveillance in Northern Ireland 2022’ report also shows that 76 new cases of HIV were diagnosed here in 2021, a 12% increase from 68 in 2020. [...] ""Of the 76 new cases of HIV which were diagnosed, thirty-one (41%) occurred through gay, bisexual and other men who have sex with men (GBMSM). Twenty-one (28%) new HIV diagnoses occurred through heterosexual transmission and fourteen (18%) new HIV diagnoses occurred through injecting drug use. [...] People with HIV have a near-normal life expectancy if diagnosed early and treated promptly. Once diagnosed, individuals are less likely to pass on their infection due to treatment and changing their behaviour. Of those on treatment in Northern Ireland, 97% had an undetectable viral load, and at this level a person living with HIV has effectively zero risk of sexually transmitting the virus to someone who does not have HIV.",True,False,True,supports,factcheckni
factcheckni_106,factcheckni_106,Medicinal tea ‘help with’ COVID-19,Basile 'G-Star' Sery,"There is no evidence of tea curing or alleviating the symptoms of COVID-19. In fact, according to the World Health Organization, there are no medicines that have yet been shown to prevent or cure COVID-19.",False,True,True,refutes,factcheckni
factcheckni_106_ret_b12_gn,factcheckni_106,Medicinal tea ‘help with’ COVID-19,Basile 'G-Star' Sery,"Traditional herbal medicines are poorly or not regulated as licensed/registered medicines in quite a few countries, including the USA, and therefore are considered ""food,"" precluding any high-level discussion on their potential contributions to human health. Consequently, the U.S. Food and Drug Administration (FDA) considers fraudulent to sell any herbal products with attached claims and has sent warning letters to companies offering herbal products such as teas, essential oils, and tinctures claiming to prevent, treat or cure the symptoms of COVID-19. It is also encouraging the public to report the unlawful sales of medicinal products on the Internet (FDA, 2020). The North American public is receiving advice on the use of herbal products from dedicated academic groups. One of them is the Andrew Weil Center for Integrative Medicine which recommends polyphenol-rich plants (chamomille, Chinese skullcap, licorice, onions, apples, tomatoes, oranges, nuts, berries, parsley, celery, turmeric root, and green tea) to reduce the risk of infection (Alschuler et al., 2020), but no detailed assessment is available.",False,False,True,insufficient-refutes,factcheckni
factcheckni_106_ret_b3_gn,factcheckni_106,Medicinal tea ‘help with’ COVID-19,Basile 'G-Star' Sery,"The medicinal value of tea drinking in the management of COVID-19 - PMID: 36647394 - PMCID: PMC9833859 - DOI: 10.1016/j.heliyon.2023.e12968 The medicinal value of tea drinking in the management of COVID-19 Corona Virus Disease 2019 (COVID-19) is presently the largest international public health event, individuals infected by the virus not only have symptoms such as fever, dry cough, and lung infection at the time of onset, but also possibly have sequelae in the cardiovascular system, respiratory system, nervous system, mental health and other aspects. However, numerous studies have depicted that the active ingredients in tea show good antiviral effects and can treat various diseases by regulating multiple pathways, and the therapeutic effects are associated with the categories of chemical components in tea. In this review, the differences in the content of key active ingredients in different types of tea are summarized. In addition, we also highlighted their effects on COVID-19 and connected sequelae, further demonstrating the possibility of developing a formulation for the prevention and treatment of COVID-19 and its sequelae through tea extracts. We have a tendency to suggest forestalling and treating COVID-19 and its sequelae through scientific tea drinking.",False,False,True,supports,factcheckni
factcheckni_106_ret_bn_g11,factcheckni_106,Medicinal tea ‘help with’ COVID-19,Basile 'G-Star' Sery,"There is no evidence of tea curing or alleviating the symptoms of COVID-19. In fact, according to the World Health Organization, there are no medicines that have yet been shown to prevent or cure COVID-19. A weekend news report in the Sunday Life quotes Basile ‘G-Star’ Sery – who was selling medicinal tea on Facebook – telling its reporter that it can ""aid"" people suffering from COVID-19. Sery is also quoted saying ""Coronavirus is mucus blocking the oxygen supply and the tea can flush out the mucus… It can help with coronavirus because it’s an anti-inflammatory. It’s the same as you’ll find in health shops.""",False,False,True,refutes,factcheckni
factcheckni_109,factcheckni_109,One in four women in Northern Ireland have at some point in their lives have been a victim of domestic violence.,MKB Law,Approximately one in four women in Northern Ireland are estimated to have been victims of domestic violence.,True,True,True,supports,factcheckni
factcheckni_109_ret_b9_gn,factcheckni_109,One in four women in Northern Ireland have at some point in their lives have been a victim of domestic violence.,MKB Law,"Domestic abuse occurs across all groups in society, regardless of age, gender, race, religion, sexuality, wealth or geography. The majority of victims are women and children although research is highlighting the prevalence and context of male victims. Recent PSNI statistics show that 86% of perpetrators of domestic abuse were male and 12% (were female. It is estimated that 1 in 4 women will suffer domestic violence at some point in their lives. [...] Research has shown that approximately 1 in 4 women have or currently experience domestic abuse. It is therefore very common. PSNI statistics highlight the prevalence of the issue in Northern Ireland. Domestic abuse is not just a problem for Northern Ireland, statistics indicate that domestic violence is a worldwide problem. Research shows domestic violence occurs in all social, economic, religious and cultural groups. According to the Family Violence Prevention Fund, one in every three women in the world has experienced sexual, physical, emotional or other abuse in her lifetime.",True,False,True,insufficient-supports,factcheckni
factcheckni_110,factcheckni_110,Unionism was against the NI Protocol from day one,Sir Jeffrey Donaldson,"The Protocol had two iterations in October 2019 In the Executive in 2021, the DUP opposition remained with some nuance All of the main Unionist parties have opposed the Protocol Polls also suggest a lack of support for the NI Protocol amongst the Unionist community, more generally",True,True,True,insufficient-supports,factcheckni
factcheckni_110_ret_b8_gn,factcheckni_110,Unionism was against the NI Protocol from day one,Sir Jeffrey Donaldson,"Many of those involved in taking legal action against the NI protocol have openly opposed the Belfast Agreement or, worse yet, called for the peace treaty to be scrapped entirely. Therein lies the looming red flag of duplicity and ulterior motives, flying higher than any union flag, and blanketing the citizens of this region in its stagnating shadow. [...] Political unionism uniting against the protocol leaves those within unionism who support the protocol with little political space to call home [...] Political unionism uniting against the protocol leaves those within unionism who support the protocol, or who voted against Brexit, with little political space to call home. Unionism no longer holds a majority in Northern Ireland. Opting for reruns of a tired Brexit game instead of seeking workable solutions to the protocol will only further shrink their base.",True,False,True,insufficient-refutes,factcheckni
factcheckni_110_ret_bn_g0,factcheckni_110,Unionism was against the NI Protocol from day one,Sir Jeffrey Donaldson,"In considering this claim, it is important to take into account the positions of other parties who designate as ""Unionist"" – as well as the views of those who describe themselves as ""Unionist"", more generally. When exploring whether the DUP have opposed the NI Protocol, it is important to ask: which one? And what constitutes ""day one"" with regard to the NI Protocol? [...] An April 2022 a poll conducted by the Institute for Irish Studies at the University of Liverpool found that 21% Unionists indicated that the NI Protocol was the most important issue that concerns them (in contrast to 2% of Nationalists, and 4% of neither Unionist or Nationalist respondents). Similarly, in 2021, Lucid Talk surveyed Unionist voters’ attitudes to the Protocol with 91% supporting its abolition and just 6% supporting keeping it in place. [...] The DUP along with other Unionist parties have all opposed the Protocol as outlined in the UK-EU Withdrawal Agreement. Polls also suggested a lack of support for the NI Protocol among the Unionist community, more generally.",True,False,True,insufficient-supports,factcheckni
factcheckni_110_ret_bn_g2,factcheckni_110,Unionism was against the NI Protocol from day one,Sir Jeffrey Donaldson,"Did Unionism always oppose the Northern Ireland Protocol? [...] On 15 March, DUP leader Sir Jeffrey Donaldson MP told the National Press Club in Washington DC: ""Unionism rejected the NI Protocol from day one.""Articles |",True,False,True,insufficient-supports,factcheckni
factcheckni_111,factcheckni_111,Seventy percent of people in Northern Ireland and the majority of its Assembly Members support marriage equality for LGBT couples.,IrishCentral,"The claim is accurate.On 28th January 2018, IrishCentral claimed that “Seventy percent of people in Northern Ireland and the majority of its Assembly Members support marriage equality for LGBT couples.”",True,True,True,supports,factcheckni
factcheckni_111_ret_bn_g0,factcheckni_111,Seventy percent of people in Northern Ireland and the majority of its Assembly Members support marriage equality for LGBT couples.,IrishCentral,"- ^ Clakre, Liam (3 October 2014). ""Slim majority in Northern Ireland supports same sex marriage law"". Belfast Telegraph. Archived from the original on 8 December 2015. Retrieved 3 October 2014. [...] - ^ ""Survey shows 70% support for same-sex marriages in Northern Ireland – BelfastTelegraph.co.uk"". Belfasttelegraph.co.uk. Archived from the original on 3 May 2019. Retrieved 29 June 2016. - ^ ""76% of Northern Ireland back marriage equality in latest poll"". Gaytimes.co.uk. 9 April 2018. Archived from the original on 21 June 2018. Retrieved 20 May 2019.",True,False,True,insufficient-contradictory,factcheckni
factcheckni_111_ret_bn_g16,factcheckni_111,Seventy percent of people in Northern Ireland and the majority of its Assembly Members support marriage equality for LGBT couples.,IrishCentral,"There was hence large agreement that opening the institution of marriage to same-sex couples ""signals clearly that same-sex couple relationships should be treated with fairness and dignity.""139 [...] [S]i impone invece la risposta affermativa sia perché il diritto a contrarre matrimonio appartiene al novero dei diritti fondamentali, sia perché opinare diversamente comporterebbe negare il rispetto della dignità della persona e delle sue scelte di vita. [...] [T]o fully implement the rights granted under Article 2 and Article 3 of Directive 2004/38/EC not only to different sex spouses, but also to the registered partner, member of the household and the partner, including same-sex couples recognized by a Member State, irrespective of nationality and without prejudice to their non-recognition in civil law by another Member State, on the basis of the principles of mutual recognition, equality, non-discrimination, dignity, and private and family life.",True,False,True,insufficient-neutral,factcheckni
factcheckni_111_ret_bn_g9,factcheckni_111,Seventy percent of people in Northern Ireland and the majority of its Assembly Members support marriage equality for LGBT couples.,IrishCentral,"Lots of experts were surprised that ""Catholic Ireland"" voted in gay marriage. They haven't been paying attention. Last weekend, Ireland overwhelmingly approved a constitutional amendment legalizing same-sex marriage, the first country in the world to do so by popular vote. The reaction invariably included some degree of shock that a country about 85 percent Roman Catholic would embrace marriage equality. Well, the Irish Catholics aren't alone. Much to the Vatican's evident chagrin, majorities of Catholics all over the West support same-sex marriage, often at higher rates than other Christian denominations. In majority-Protestant Northern Ireland, the provincial Assembly has refused to join the rest of the United Kingdom in allowing same-sex marriage — most recently in January — and First Minister Peter Robinson recently agreed with his wife that homosexuality is ""an abomination.""",True,False,True,insufficient-supports,factcheckni
factcheckni_112_ret_b17_gn,factcheckni_112,Michael Davitt Gaelic Athletic Club offered as a coronavirus field hospital.,Irish News,"Michael Davitt (1950-2005) was a key figure in the literary movement associated with the poetry magazine Innti, which he established as a student broadsheet with his fellow students Gabriel Rosenstock and Con Ó Drisceoil at University College Cork in 1970. Important influences during his UCC years were the creative trio of Seán Ó Ríordáin (see the entry in this series for 1971), Seán Ó Tuama, poet and professor of Irish, and the composer Seán Ó Riada, all of whom were exploring and experimenting with inherited art forms. Davitt, born and raised in Cork city, was himself a charismatic man, and he took the Irish language and Irish poetry out of classrooms and lecture halls and into the pubs and clubs of youth culture. For Davitt and many of his peers from urban English-speaking backgrounds, commitment to Irish was a conscious countercultural move, in tune with youth movements and civil-rights politics.",True,False,True,insufficient-neutral,factcheckni
factcheckni_112_ret_b2_gn,factcheckni_112,Michael Davitt Gaelic Athletic Club offered as a coronavirus field hospital.,Irish News,"Michael Davitt's GAC Swatragh (Irish: CLG Míceal Mhic Dhaíbheid Suaitreach) is a Gaelic Athletic Association club based in the village of Swatragh, Northern Ireland. The club is a member of the Derry GAA and currently caters for Gaelic football, hurling and camogie. The club is named after republican patriot and revolutionary Michael Davitt. [...] History [edit]In 1946 John McCormack proposed the idea of forming a Gaelic football club in Swatragh. Other founder members included Patsy Collins, Jim McMullan, John Eddie Friel and James McGurk. They choose to name the club after Michael Davitt, because he had given Irish Land League speeches in Swatragh in the late 19th century.[1] It also marked 100 years since Davitt's birth. The club colours were initially red and white, but in 1949 the present green and white colours were adopted.",True,False,True,insufficient-neutral,factcheckni
factcheckni_112_ret_b9_gn,factcheckni_112,Michael Davitt Gaelic Athletic Club offered as a coronavirus field hospital.,Irish News,"Michael Davitt (born March 25, 1846, Straide, County Mayo, Ire.—died May 31, 1906, Dublin) was the founder of the Irish Land League (1879), which organized resistance to absentee landlordism and sought to relieve the poverty of the tenant farmers by securing fixity of tenure, fair rent, and free sale of the tenant’s interest.",True,False,True,insufficient-neutral,factcheckni
factcheckni_113,factcheckni_113,Workers have trapped their van inside bollards they are installing outside a hospital in Belfast.,Viral social media post,"This claim is not accurate. The building is an office block in Manchester, not a hospital in Belfast. And the bollards are removable.",False,True,True,refutes,factcheckni
factcheckni_113_ret_b13_gn,factcheckni_113,Workers have trapped their van inside bollards they are installing outside a hospital in Belfast.,Viral social media post,"In fact, installing bollards is a cost-effective way to balance security and appeal of workplaces. While considering bollards as safety equipment, people often ask a few common questions. Here are the answers to the four most common questions about bollards : [...] - Bollards can be installed to control traffic and prevent car ramming attacks. [...] - Bollards are recommended for commercial applications where the budget is a primary concern.",False,False,True,insufficient-neutral,factcheckni
factcheckni_113_ret_b3_gn,factcheckni_113,Workers have trapped their van inside bollards they are installing outside a hospital in Belfast.,Viral social media post,"Bollards can be considered as one of the most effective traffic control and security solutions on the market. Found in residential areas, public spaces and around commercial sites, bollards are everywhere - keeping people safe, unauthorised access low and reducing vehicle-related accidents. [...] Bollards are a versatile security measure found in different contexts all over the UK, that reduce unauthorised access, increase pedestrian safety, help to control road traffic and minimise vehicle-related accidents (to name a few). [...] In the UK, bollard placement is governed by the security regulations laid out by the Department of Transport - a department under the British Government. They have laid out guidance for bollard placement, which should be followed where appropriate.",False,False,True,insufficient-neutral,factcheckni
factcheckni_113_ret_bn_g0,factcheckni_113,Workers have trapped their van inside bollards they are installing outside a hospital in Belfast.,Viral social media post,"This claim is not accurate. The building is an office block in Manchester, not a hospital in Belfast. And the bollards are removable. A number of much shared Facebook posts claim ""These workmen are just finished installing cast-iron bollards to stop people from parking on the pavement outside the Royal Hospital in Belfast. They are cleaning up at the end of the day. If you can spot why they’re not going home hit share, and don’t say!"" The image in these humour Facebook posts frequently appears in memes and Facebook posts. The location varies. This well shared version claims that the workmen are installing bollards outside ""the Royal Hospital in Belfast"".",False,False,True,refutes,factcheckni
factcheckni_117,factcheckni_117,There is a new ‘Brothers-in-Arms’ mural in Belfast depicting a partnership between the UDA and the DUP.,@LADFLEG,There is no ‘Brothers-in-Arms’ UDA-DUP mural in Belfast.,False,True,True,refutes,factcheckni
factcheckni_117_ret_b9_gn,factcheckni_117,There is a new ‘Brothers-in-Arms’ mural in Belfast depicting a partnership between the UDA and the DUP.,@LADFLEG,"UDA leader Jackie McDonald admitted that the previous mural could have been regarded as ""intimidating"". [...] The mural, funded by the Republic’s Department of Foreign Affairs, Belfast City Council and the Housing Executive, was officially unveiled by DSD Minister Nelson McCausland. [...] The new mural is part of a major project to give loyalist and republican communities in Belfast a new image.",False,False,True,supports,factcheckni
factcheckni_117_ret_bn_g0,factcheckni_117,There is a new ‘Brothers-in-Arms’ mural in Belfast depicting a partnership between the UDA and the DUP.,@LADFLEG,There is no ‘Brothers-in-Arms’ UDA-DUP mural in Belfast. [...] The claim is false. There is no ‘Brothers-in-Arms’ UDA-DUP mural in Belfast. Image: Brothers-in-Arms UDA-DUP mural,False,False,True,refutes,factcheckni
factcheckni_117_ret_bn_g12,factcheckni_117,There is a new ‘Brothers-in-Arms’ mural in Belfast depicting a partnership between the UDA and the DUP.,@LADFLEG,Masked and armed UDA/UFF members at a show of strength in Belfast [...] A UDA/UFF mural in Bangor [...] A UDA/UFF South-East Antrim Brigade mural in Newtownabbey,False,False,True,insufficient-supports,factcheckni
factcheckni_118,factcheckni_118,"By 2026, 96% of the projected population growth in Northern Ireland will be represented by people aged 65 and over.",Spend it Like Stormont,"This claim is accurate. NISRA has published a projection of an increased population of 77,587 people; the 65+ age profile will see the largest change.",True,True,True,insufficient-supports,factcheckni
factcheckni_118_ret_b0_g0,factcheckni_118,"By 2026, 96% of the projected population growth in Northern Ireland will be represented by people aged 65 and over.",Spend it Like Stormont,"On 12 June 2019, the BBC programme, Spend it Like Stormont, stated: ""Between 2016 and 2026, the population here [Northern Ireland] is projected to grow by more than 77,000 — 96% of which will be 65 and over."" [...] Overall, the growth in the population of Northern Ireland of those aged 0-64 is low (3,085 people) and those aged 65+ is high (74,502 people). Those aged 65+ represent 96% of total projected growth. [...] Data from the NISRA show that over the 10-year period from mid-2016 to mid-2026, Northern Ireland’s population is projected to rise by 4.2% (i.e. 77,600 people); 96% of this growth will be represented by those aged 65 and over.",True,False,True,supports,factcheckni
factcheckni_118_ret_b1_gn,factcheckni_118,"By 2026, 96% of the projected population growth in Northern Ireland will be represented by people aged 65 and over.",Spend it Like Stormont,Projected future population of Northern Ireland by age and sex 30 January 2024 12 January 2022 21 October 2019,True,False,True,insufficient-neutral,factcheckni
factcheckni_118_ret_b3_gn,factcheckni_118,"By 2026, 96% of the projected population growth in Northern Ireland will be represented by people aged 65 and over.",Spend it Like Stormont,"Northern Ireland population to hit almost 2m by 2026, with 25% rise in people aged 65 and over Northern Ireland's population is expected to reach almost two million by 2026, with an explosion in the number of people aged over 65. [...] The number of people aged 65 and over is expected to increase by 25% across the region, with this proportion of the population set to outnumber children by 2028.",True,False,True,insufficient-refutes,factcheckni
factcheckni_119_ret_b13_gn,factcheckni_119,A £400m pot left unallocated by Stormont is going to be used to cover ongoing spending by departments.,Sammy Wilson,"Two-year timetable for Stormont to repay £300m ‘overly punitive’, says economist [...] A two-year timetable for Stormont to repay an almost £300 million overspend is ""overly punitive"", a senior economist has said. [...] PA ReadyStormontRobert ChoteChris Heaton-HarrisNorthern IrelandWestminsterMPsUK GovernmentRebecca Black 1/1Two-year timetable for Stormont to repay £300m ‘overly punitive’, says economist",False,False,True,insufficient-neutral,factcheckni
factcheckni_119_ret_b14_gn,factcheckni_119,A £400m pot left unallocated by Stormont is going to be used to cover ongoing spending by departments.,Sammy Wilson,"Meanwhile, Mr Murphy said the pot of money left unspent at Stormont due to the ongoing political stalemate now stands at £421 million. [...] A draft three-year budget along with £300m in unallocated funding from the UK Treasury was left on the Executive table when Paul Givan resigned as first minister in February as part of the DUP’s protest over the Northern Ireland Protocol.",False,False,True,insufficient-neutral,factcheckni
factcheckni_120,factcheckni_120,The economy in Derry/Londonderry has contracted 21% since the restoration of the Northern Ireland Assembly in 2007.,Derry University Group,"between 2007 and 2015, where the DUG assessment stops, GVA (adjusted for inflation to 2018 prices) grew by less than 1%, from £2.52bn to £2.55bn; and since the restoration of the Northern Ireland Assembly in 2007 to 2019, the latest year for which ONS data is available, the Derry and Strabane area economy grew by 15.4%, from £2.524bn to £2.912bn (shown in figure below).",False,True,True,refutes,factcheckni
factcheckni_120_ret_b0_gn,factcheckni_120,The economy in Derry/Londonderry has contracted 21% since the restoration of the Northern Ireland Assembly in 2007.,Derry University Group,"This claim is inaccurate. Since 2007, economic output in the Derry and Strabane area has grown by 15% whether measured by Gross Value Added (GVA)Economy | [...] Derry/Londonderry only city without its own university?",False,False,True,refutes,factcheckni
factcheckni_120_ret_b14_gn,factcheckni_120,The economy in Derry/Londonderry has contracted 21% since the restoration of the Northern Ireland Assembly in 2007.,Derry University Group,"Delivering Local Development in Derry~Londonderry, Northern Ireland [...] Derry-Londonderry has a challenging period ahead as it seeks to create 12 000 much needed jobs in the city over the next 10 years. It is now an outward-looking and learning city, seeking to learn from international best practice and in turn contribute to new thinking and understanding. Through One Plan – the Regeneration Plan for Derry Londonderry 2020 – the city can determine a different future: a stronger economy and equal society. Delivering Local Development in Derry~Londonderry, Northern Ireland: Inclusive Growth Through One Plan helps the city set out a path to reshape its future to ensure that the economy is able to generate sufficient, productive and sustainable employment, with opportunities for progression and accessibility for all.",False,False,True,insufficient-neutral,factcheckni
factcheckni_120_ret_b18_gn,factcheckni_120,The economy in Derry/Londonderry has contracted 21% since the restoration of the Northern Ireland Assembly in 2007.,Derry University Group,"This article (Part I) begins by summarising the evidence that substantiates the claim that Derry is an economic outlier – suffering from a level of financial and social deprivation that is quite unique within Northern Ireland (and even the UK). The second article (Part II) will consider the range of reasons why the city finds itself in such a perilous state today. And the third and final article (Part III) will conclude with an analysis of what can be done to enable Derry to genuinely fulfil its potential and role as NI’s second city and as an important cross-border regional capital – particularly in light of Brexit. [...] Whilst further evidence abounds to prove that Derry is the UK and Northern Ireland’s economic problem child, the above should provide sufficient proof that the city does indeed suffer from a cocktail of high unemployment, high deprivation, low qualifications, low wages, low home ownership, low entrepreneurship and a high dependency upon public sector employment – all of which anchors it at the bottom of the pile in Northern Ireland. And while post-Troubles NI as a whole continues to converge with the rest of the UK on many key economic indicators, it is leaving it’s own second city firmly behind as it does so. Stormont – we have a problem. Part II of this article will go on to consider how Derry has ended up in this economic position, and what has made Derry so poor.",False,False,True,insufficient-neutral,factcheckni
